Number of HBD,Number of HBA,MW (Da),N. Carbon atoms,N. heavy atoms,N. Hydrogen atoms,N. Nitrogen atoms,N. Oxygen atoms,N. Fluorine atoms,N. Sulphur atoms,N. Chlorine atoms,Pentamers,Hexamers,Heptamers,Aromatic cycles,clogP,Dataset
3,5,329.19100000000003,12,21,14,6,1,0,0,2,1,1,0,2,0.14911999999999992,REINVENT
1,8,456.53900000000027,25,33,32,2,6,0,0,0,0,2,0,1,4.051900000000003,REINVENT
2,3,280.39200000000005,15,20,26,3,2,0,0,0,1,1,0,1,1.14094,REINVENT
1,5,318.43500000000006,15,21,26,0,5,0,1,0,1,2,0,0,1.1446999999999996,REINVENT
1,2,338.4920000000002,18,23,27,2,1,1,1,0,1,1,0,1,4.449900000000004,REINVENT
2,3,308.47,17,22,32,4,1,0,0,0,1,1,1,1,0.4955000000000026,REINVENT
1,2,273.425,16,19,21,2,0,0,1,0,1,1,0,2,3.100620000000002,REINVENT
2,3,290.241,12,20,13,2,3,3,0,0,0,1,0,1,2.5471000000000004,REINVENT
1,2,251.688,13,17,11,1,1,1,0,1,0,2,0,2,3.1502000000000017,REINVENT
3,3,320.311,14,22,19,2,3,3,0,0,0,1,0,1,3.1137000000000015,REINVENT
2,5,405.5830000000002,23,29,39,3,3,0,0,0,0,2,0,0,3.307480000000002,REINVENT
1,4,329.469,18,23,23,3,1,0,1,0,1,2,0,2,3.7633000000000028,REINVENT
1,4,332.8530000000001,14,21,21,2,3,0,1,1,0,2,0,1,2.5005000000000006,REINVENT
0,5,338.42400000000004,18,24,28,1,5,0,0,0,0,2,0,0,1.1246000000000005,REINVENT
2,2,296.82200000000006,15,20,23,3,1,0,0,1,0,1,1,1,1.0561000000000005,REINVENT
2,4,276.25800000000004,12,19,15,2,2,3,0,0,1,1,0,1,2.7854,REINVENT
1,2,338.39799999999997,18,24,24,2,2,2,0,0,0,2,0,1,3.9098200000000034,REINVENT
1,4,271.276,14,20,13,3,3,0,0,0,1,1,0,1,0.5584799999999994,REINVENT
2,5,341.33700000000005,15,24,18,5,1,3,0,0,1,1,0,2,1.6776000000000002,REINVENT
1,4,318.37300000000005,17,23,22,2,4,0,0,0,1,1,0,1,1.6039999999999994,REINVENT
0,4,298.38599999999997,18,22,22,2,2,0,0,0,0,2,0,1,2.5439000000000007,REINVENT
1,7,279.373,11,19,17,7,0,0,1,0,3,0,0,2,2.0680199999999997,REINVENT
2,2,227.267,13,17,13,3,1,0,0,0,0,2,0,2,1.8393,REINVENT
1,2,230.28600000000003,14,17,15,2,0,1,0,0,0,2,0,2,3.7022200000000023,REINVENT
1,6,335.45200000000006,17,24,29,5,2,0,0,0,0,2,0,1,1.4758999999999995,REINVENT
0,5,262.241,13,19,12,1,5,0,0,0,1,1,0,1,-0.5623999999999993,REINVENT
0,3,298.408,14,20,22,2,3,0,1,0,0,2,0,1,1.5838,REINVENT
2,4,293.32300000000004,14,21,19,3,4,0,0,0,2,0,0,1,0.8796199999999996,REINVENT
1,4,292.3350000000001,15,21,20,2,4,0,0,0,1,1,0,1,3.5123000000000024,REINVENT
2,2,336.5440000000002,20,24,38,3,1,0,0,0,0,3,0,0,1.6030000000000009,REINVENT
2,3,331.243,15,21,20,2,2,0,0,2,1,1,0,1,2.8012000000000006,REINVENT
1,2,291.46,17,20,25,1,1,0,1,0,0,2,0,1,4.173720000000003,REINVENT
3,5,363.4580000000002,19,26,29,3,4,0,0,0,0,2,0,1,-1.6663799999999955,REINVENT
2,5,296.371,14,21,24,4,3,0,0,0,1,1,0,1,1.4953999999999998,REINVENT
2,1,262.417,17,19,28,1,1,0,0,0,0,1,1,1,2.857000000000001,REINVENT
1,5,317.798,12,20,16,3,3,0,1,1,1,1,0,1,1.1320000000000001,REINVENT
1,3,311.4260000000001,16,22,29,3,3,0,0,0,1,1,0,0,2.2947999999999995,REINVENT
1,3,294.806,15,20,21,3,1,0,0,1,1,1,0,2,2.633800000000001,REINVENT
2,4,244.298,13,18,16,4,1,0,0,0,1,1,0,2,2.2984999999999998,REINVENT
2,2,393.7420000000001,17,24,23,2,2,0,0,3,0,1,0,1,4.244800000000003,REINVENT
1,4,249.289,13,18,16,3,1,1,0,0,0,2,0,2,2.2830000000000004,REINVENT
2,3,349.8860000000001,18,24,26,4,1,0,0,1,1,1,0,2,1.7635199999999993,REINVENT
2,6,335.4820000000001,14,22,19,6,0,0,2,0,2,1,0,3,1.3630399999999996,REINVENT
2,5,289.359,15,21,21,4,2,0,0,0,1,2,0,2,1.1310999999999996,REINVENT
0,6,424.49700000000024,24,31,28,2,5,0,0,0,1,2,1,1,4.899700000000005,REINVENT
2,1,243.37399999999994,16,18,23,2,0,0,0,0,0,1,1,1,2.2706,REINVENT
1,5,359.282,14,22,16,4,1,0,1,2,1,1,0,2,3.321720000000002,REINVENT
2,3,343.55700000000013,18,23,35,2,2,0,1,0,1,1,0,1,2.535920000000001,REINVENT
1,6,374.29700000000014,14,23,17,5,1,0,1,2,1,1,0,2,3.3660000000000014,REINVENT
1,1,239.38299999999992,14,17,27,2,1,0,0,0,1,1,0,0,1.2931999999999992,REINVENT
1,5,294.76000000000005,10,18,15,2,4,0,1,1,0,1,0,1,0.26080000000000014,REINVENT
1,6,280.328,13,20,20,4,3,0,0,0,1,1,0,1,0.3720999999999992,REINVENT
1,2,327.492,21,24,31,2,1,0,0,0,2,1,0,2,3.2512000000000025,REINVENT
4,3,403.0930000000001,13,23,15,3,3,0,0,4,0,1,0,1,4.0420000000000025,REINVENT
0,5,266.414,13,18,22,4,0,0,1,0,2,1,0,1,3.460600000000002,REINVENT
2,2,298.33299999999997,15,21,20,2,2,2,0,0,0,1,0,1,2.1960000000000006,REINVENT
3,3,251.286,12,18,17,3,3,0,0,0,0,1,0,1,0.3681999999999998,REINVENT
1,8,324.387,12,21,12,4,3,0,2,0,2,1,0,3,1.8365999999999996,REINVENT
1,3,263.33699999999993,15,19,21,1,3,0,0,0,1,1,0,1,2.6964000000000006,REINVENT
1,4,367.0810000000001,10,19,11,1,3,0,1,4,0,1,0,1,3.238400000000002,REINVENT
1,3,250.34599999999998,13,18,22,4,1,0,0,0,1,1,0,1,2.0462000000000002,REINVENT
2,1,251.325,14,18,20,2,1,1,0,0,1,1,0,1,0.4801999999999998,REINVENT
2,5,287.323,14,21,17,5,2,0,0,0,1,1,0,2,0.4010999999999998,REINVENT
0,4,367.2280000000001,18,24,16,0,4,0,0,2,1,2,0,2,4.227520000000004,REINVENT
1,4,303.79200000000003,11,18,10,1,3,0,2,1,1,1,0,2,3.2109000000000014,REINVENT
2,4,331.339,15,23,21,2,4,2,0,0,1,1,0,1,0.7022999999999995,REINVENT
2,3,282.389,13,19,20,3,2,0,1,0,0,2,0,1,2.7495200000000004,REINVENT
2,4,316.448,13,20,20,2,3,0,2,0,1,0,1,1,1.8185000000000002,REINVENT
1,3,310.394,15,21,19,2,2,1,1,0,0,2,0,1,2.4251000000000005,REINVENT
1,3,302.4400000000001,14,20,26,2,3,0,1,0,0,2,0,0,1.7836999999999998,REINVENT
1,4,344.50300000000016,20,25,32,4,1,0,0,0,1,1,0,1,4.2548800000000035,REINVENT
2,3,343.374,15,23,16,3,1,3,1,0,1,1,0,1,3.982680000000002,REINVENT
1,2,278.416,17,20,28,1,2,0,0,0,0,2,0,1,2.7628000000000013,REINVENT
2,2,279.42800000000005,16,20,29,3,1,0,0,0,1,2,0,1,-0.15837999999999708,REINVENT
0,3,203.289,12,15,17,3,0,0,0,0,1,1,0,2,2.803140000000001,REINVENT
1,5,273.123,10,17,10,4,1,0,0,2,1,1,0,2,2.18612,REINVENT
2,6,338.4580000000001,14,22,18,4,2,0,2,0,2,0,0,2,2.36142,REINVENT
1,4,374.5250000000002,22,27,34,2,3,0,0,0,1,2,0,1,0.8731000000000022,REINVENT
2,4,277.20199999999994,10,19,10,3,3,3,0,0,0,1,0,1,2.1507999999999994,REINVENT
1,6,321.28,11,21,10,3,3,3,1,0,2,0,0,2,2.40862,REINVENT
1,3,286.375,17,21,22,2,2,0,0,0,1,1,0,1,2.5115000000000007,REINVENT
0,5,213.24400000000006,11,16,11,5,0,0,0,0,1,1,0,2,1.49978,REINVENT
2,5,265.361,13,19,23,5,1,0,0,0,1,1,0,1,1.3103999999999996,REINVENT
1,5,356.8310000000001,15,23,17,2,4,0,1,1,0,2,0,1,1.8464999999999996,REINVENT
2,3,287.384,16,20,17,1,2,0,1,0,0,2,0,2,3.5559200000000013,REINVENT
2,4,259.313,13,19,17,5,1,0,0,0,1,1,0,2,1.7536399999999999,REINVENT
0,5,316.188,13,20,15,3,2,0,0,2,1,1,0,2,2.2064000000000004,REINVENT
2,4,347.54500000000013,17,23,35,2,3,0,1,0,1,0,1,0,0.592000000000001,REINVENT
2,3,299.798,14,19,15,1,1,1,1,1,1,1,0,2,3.924800000000002,REINVENT
2,0,248.41399999999996,16,18,28,2,0,0,0,0,0,2,0,1,0.6870000000000003,REINVENT
2,3,294.42,15,20,22,2,2,0,1,0,0,2,0,1,2.484800000000001,REINVENT
2,4,318.4190000000002,13,21,24,3,4,0,1,0,0,1,0,0,-0.13049999999999895,REINVENT
1,7,249.27800000000002,10,18,15,7,1,0,0,0,1,1,0,1,-0.26490000000000014,REINVENT
0,2,223.679,12,15,12,0,2,0,0,1,1,1,0,1,1.8548,REINVENT
1,2,275.441,16,19,23,2,0,0,1,0,1,1,0,2,2.7467000000000015,REINVENT
1,7,336.4650000000001,15,23,24,6,1,0,1,0,2,0,0,2,1.8334599999999994,REINVENT
1,7,324.38700000000006,12,21,12,4,3,0,2,0,1,1,0,2,2.8756200000000014,REINVENT
1,1,217.18999999999994,10,15,10,1,1,3,0,0,0,1,0,1,3.0539000000000005,REINVENT
1,5,364.25000000000006,14,22,15,1,4,0,1,2,1,1,0,1,3.2619000000000016,REINVENT
2,2,290.4070000000001,17,21,26,2,2,0,0,0,0,2,0,1,3.3595000000000024,REINVENT
2,2,278.44399999999996,16,20,30,4,0,0,0,0,0,2,0,1,0.7741200000000006,REINVENT
2,6,324.4060000000001,14,22,20,4,3,0,1,0,0,2,0,1,0.4384999999999995,REINVENT
3,1,283.46000000000004,16,20,33,3,1,0,0,0,0,1,1,0,-0.24929999999999675,REINVENT
1,6,463.4080000000002,18,28,20,2,4,0,2,2,1,1,0,1,4.165700000000005,REINVENT
1,5,261.325,14,19,19,3,2,0,0,0,1,1,0,2,3.176560000000002,REINVENT
2,6,280.675,10,19,9,6,2,0,0,1,1,1,0,2,-0.06170000000000031,REINVENT
2,4,294.4,14,20,20,3,2,0,1,0,1,1,0,1,0.5881800000000004,REINVENT
0,2,303.4460000000001,19,22,29,1,2,0,0,0,0,2,0,1,3.672900000000003,REINVENT
1,3,266.40899999999993,15,19,28,3,1,0,0,0,1,1,0,1,2.034,REINVENT
1,4,348.4680000000002,18,24,24,2,3,0,1,0,1,1,0,1,2.971400000000002,REINVENT
2,5,297.399,15,21,27,3,3,0,0,0,0,1,0,0,2.3768000000000002,REINVENT
1,2,262.42100000000005,16,19,28,3,0,0,0,0,0,2,0,1,1.3047000000000004,REINVENT
1,2,282.746,14,19,16,2,1,1,0,1,0,1,0,1,3.2485800000000022,REINVENT
1,7,282.735,11,19,15,6,1,0,0,1,1,1,0,2,1.67052,REINVENT
0,7,377.39200000000005,14,25,18,5,2,3,1,0,1,1,0,2,1.2166,REINVENT
3,4,386.45500000000015,23,29,22,4,2,0,0,0,0,4,0,3,3.444700000000001,SMILES_GA
2,5,435.5740000000002,23,30,21,3,2,0,2,0,1,4,0,2,3.2088900000000025,SMILES_GA
2,3,387.4830000000001,24,29,25,3,2,0,0,0,0,4,0,2,3.4490000000000016,SMILES_GA
0,4,388.46700000000016,24,29,24,2,3,0,0,0,1,4,0,3,4.498320000000004,SMILES_GA
0,5,389.45500000000015,23,29,23,3,3,0,0,0,1,4,0,3,3.893320000000003,SMILES_GA
1,4,408.5230000000002,23,29,24,2,3,0,1,0,1,4,0,2,4.054300000000003,SMILES_GA
2,3,393.4870000000002,23,29,27,3,3,0,0,0,2,2,0,1,3.5546000000000024,SMILES_GA
0,5,409.5110000000002,22,29,23,3,3,0,1,0,1,4,0,2,3.1728200000000015,SMILES_GA
3,2,375.831,19,26,19,3,2,1,0,1,0,2,0,2,4.539400000000003,SMILES_GA
2,3,476.31400000000014,21,27,21,2,3,0,0,0,0,3,0,3,3.368400000000002,SMILES_GA
1,4,348.40200000000016,21,26,20,2,3,0,0,0,1,5,0,1,3.084900000000001,SMILES_GA
3,2,377.84700000000004,19,26,21,3,2,1,0,1,0,2,0,1,3.972800000000003,SMILES_GA
2,5,358.32500000000005,18,26,15,2,5,1,0,0,2,2,0,2,2.2282199999999994,SMILES_GA
3,4,477.3020000000001,20,27,20,3,3,0,0,0,0,3,0,3,2.4829000000000008,SMILES_GA
2,5,358.32500000000005,18,26,15,2,5,1,0,0,2,2,0,2,2.43332,SMILES_GA
1,5,415.51800000000014,24,30,21,3,2,0,1,0,1,4,0,3,4.337900000000004,SMILES_GA
2,5,356.3090000000001,18,26,13,2,5,1,0,0,2,2,0,3,2.6838200000000008,SMILES_GA
1,4,346.3860000000001,21,26,18,2,3,0,0,0,1,5,0,2,3.076500000000001,SMILES_GA
1,5,436.60200000000015,24,30,24,2,2,0,2,0,0,4,0,3,5.056400000000005,SMILES_GA
2,3,556.8570000000001,21,30,22,4,2,0,1,1,1,2,0,2,3.828540000000002,SMILES_GA
2,4,401.4920000000002,21,27,26,2,2,0,1,0,2,2,0,2,2.5173300000000003,SMILES_GA
1,5,405.5900000000002,25,30,35,5,0,0,0,0,1,3,0,2,3.8264400000000025,SMILES_GA
0,5,403.57400000000024,25,30,33,5,0,0,0,0,1,3,0,3,4.462540000000004,SMILES_GA
1,6,415.56300000000016,21,29,29,5,2,0,1,0,2,2,0,3,2.7553400000000012,SMILES_GA
2,5,412.5150000000001,21,29,24,4,3,0,1,0,1,2,0,3,3.4889400000000013,SMILES_GA
3,4,363.373,20,27,17,3,4,0,0,0,0,3,0,3,1.312679999999999,SMILES_GA
2,3,460.92700000000013,21,30,22,4,2,0,1,1,1,2,0,2,3.8040400000000023,SMILES_GA
3,5,446.96000000000015,21,30,23,4,3,0,1,1,1,2,0,2,2.8497400000000015,SMILES_GA
0,5,417.53400000000016,24,30,23,3,2,0,1,0,0,4,0,3,4.357200000000003,SMILES_GA
2,5,457.3280000000002,21,29,21,4,3,0,0,0,1,2,0,3,3.840020000000001,SMILES_GA
1,4,359.307,18,26,12,3,2,3,0,0,0,3,0,3,4.540000000000003,SMILES_GA
2,5,392.4590000000001,22,29,24,4,3,0,0,0,1,2,0,3,3.3859400000000015,SMILES_GA
0,5,419.55000000000024,24,30,25,3,2,0,1,0,0,4,0,2,4.338600000000003,SMILES_GA
3,3,410.30100000000016,19,27,21,3,3,0,0,2,0,2,0,2,5.584340000000004,SMILES_GA
2,5,360.34100000000007,18,26,17,2,5,1,0,0,2,2,0,0,1.9872,SMILES_GA
1,2,292.35499999999996,15,20,15,1,2,1,1,0,0,2,0,2,1.4914000000000005,SMILES_GA
0,4,434.50100000000015,24,30,23,2,2,0,1,0,0,4,0,3,5.5423000000000044,SMILES_GA
0,6,404.56200000000024,24,30,32,6,0,0,0,0,1,3,0,3,3.857540000000003,SMILES_GA
2,5,396.4220000000001,21,29,21,4,3,1,0,0,1,2,0,3,3.2166200000000016,SMILES_GA
3,2,324.424,20,24,24,2,2,0,0,0,0,3,0,2,3.649040000000002,SMILES_GA
2,6,397.5030000000001,21,29,29,6,2,0,0,0,2,2,0,3,1.2896400000000003,SMILES_GA
3,2,344.84200000000004,19,24,21,2,2,0,0,1,0,3,0,2,3.9940200000000026,SMILES_GA
0,6,404.56200000000024,24,30,32,6,0,0,0,0,1,3,0,3,3.857540000000003,SMILES_GA
1,4,347.41800000000023,21,26,21,3,2,0,0,0,0,3,0,2,3.3562800000000026,SMILES_GA
2,4,444.9440000000002,21,30,21,4,3,0,1,1,1,2,0,2,3.057940000000001,SMILES_GA
2,4,670.698,19,30,17,4,3,0,1,1,1,2,0,1,3.604040000000002,SMILES_GA
1,4,460.27100000000013,20,26,17,2,3,0,0,0,1,5,0,2,3.9815000000000023,SMILES_GA
3,6,399.5190000000001,21,29,31,6,2,0,0,0,2,2,0,2,1.102840000000002,SMILES_GA
2,4,558.8290000000001,20,30,20,4,3,0,1,1,1,2,0,1,2.883840000000002,SMILES_GA
2,4,574.2570000000003,21,29,25,3,3,0,0,0,0,3,0,1,3.4757200000000026,SMILES_GA
4,4,383.429,19,27,17,3,4,0,1,0,0,3,0,2,0.18366999999999967,SMILES_GA
1,5,423.6300000000003,24,30,33,5,0,0,1,0,1,3,0,2,5.3457400000000055,SMILES_GA
3,3,389.88300000000015,20,27,24,3,3,0,0,1,0,2,0,2,5.407940000000004,SMILES_GA
0,7,406.5340000000002,23,30,30,6,1,0,0,0,1,3,0,3,3.746640000000003,SMILES_GA
3,3,373.4280000000001,20,27,24,3,3,1,0,0,0,2,0,2,4.893640000000003,SMILES_GA
2,7,399.4750000000002,20,29,27,6,3,0,0,0,2,2,0,3,0.8311400000000013,SMILES_GA
1,4,361.32300000000004,18,26,14,3,2,3,0,0,0,3,0,2,4.165100000000003,SMILES_GA
2,5,412.51500000000016,21,29,24,4,3,0,1,0,1,2,0,3,4.116440000000002,SMILES_GA
2,3,391.4710000000002,23,29,25,3,3,0,0,0,2,2,0,2,3.1434000000000015,SMILES_GA
2,5,373.38400000000007,18,26,13,3,2,2,1,0,0,3,0,3,4.500300000000002,SMILES_GA
2,4,428.5790000000002,22,29,24,2,3,0,2,0,1,4,0,1,3.531200000000003,SMILES_GA
3,6,394.47500000000014,22,29,26,4,3,0,0,0,1,2,0,3,3.177740000000001,SMILES_GA
0,8,466.54200000000014,23,33,23,6,2,1,1,0,2,3,0,4,2.6012000000000004,SMILES_GA
2,4,465.3620000000001,20,30,18,4,3,0,1,2,1,2,0,2,3.4029200000000017,SMILES_GA
1,5,382.50900000000007,21,27,24,3,2,0,1,0,2,2,0,3,3.481740000000002,SMILES_GA
1,3,354.45000000000016,21,26,26,2,3,0,0,0,1,2,0,2,3.1252000000000013,SMILES_GA
2,5,394.4060000000001,21,29,19,4,3,1,0,0,1,2,0,3,2.817000000000001,SMILES_GA
2,4,525.2410000000001,21,29,23,3,3,0,0,0,0,3,0,2,4.390020000000003,SMILES_GA
2,4,349.43400000000025,21,26,23,3,2,0,0,0,0,3,0,2,3.1978800000000014,SMILES_GA
3,3,454.75200000000007,19,27,21,3,3,0,0,1,0,2,0,2,5.862020000000004,SMILES_GA
2,3,367.4490000000002,21,27,25,3,3,0,0,0,2,2,0,1,2.3784800000000006,SMILES_GA
0,4,532.4470000000001,24,30,25,2,2,0,1,0,0,4,0,2,5.040700000000005,SMILES_GA
1,5,321.33400000000006,14,22,13,2,5,0,1,0,0,2,0,2,3.311340000000002,SMILES_GA
0,7,483.5090000000002,23,33,23,5,2,1,1,0,2,3,0,4,3.781100000000003,SMILES_GA
2,4,460.3720000000001,22,29,26,3,3,0,0,0,0,3,0,2,4.057520000000004,SMILES_GA
1,2,357.4530000000001,24,27,23,1,2,0,0,0,1,3,0,3,4.273700000000003,SMILES_GA
2,3,371.48100000000017,21,27,29,3,3,0,0,0,2,2,0,0,2.6583000000000006,SMILES_GA
3,4,342.7860000000001,17,24,15,4,2,0,0,1,2,1,0,3,3.664300000000001,SMILES_GA
2,4,480.4280000000002,21,29,26,3,3,0,1,0,0,3,0,1,3.361220000000002,SMILES_GA
2,4,351.4500000000003,21,26,25,3,2,0,0,0,0,3,0,1,3.393080000000002,SMILES_GA
0,5,421.5290000000002,24,30,32,5,0,0,0,0,1,3,0,3,5.042640000000005,SMILES_GA
1,4,479.36200000000025,21,27,26,3,2,0,0,0,3,1,0,2,3.2222000000000017,SMILES_GA
0,6,390.4860000000002,18,26,18,2,4,0,2,0,1,2,1,3,3.2783000000000024,SMILES_GA
3,5,527.4280000000003,21,29,26,3,3,0,1,0,0,3,0,1,3.001920000000002,SMILES_GA
2,5,359.8380000000001,17,24,14,3,2,0,1,1,2,1,0,3,4.397700000000002,SMILES_GA
2,5,384.52500000000015,21,27,26,3,2,0,1,0,2,2,0,2,0.9398400000000009,SMILES_GA
1,5,384.52500000000003,21,27,26,3,2,0,1,0,2,2,0,1,2.7403000000000013,SMILES_GA
2,4,351.4500000000002,21,26,25,3,2,0,0,0,0,3,0,2,2.9433000000000016,SMILES_GA
1,5,348.40600000000023,20,26,20,4,2,0,0,0,0,3,0,2,2.7512800000000013,SMILES_GA
1,5,384.52500000000003,21,27,26,3,2,0,1,0,2,2,0,2,3.2479000000000013,SMILES_GA
1,7,468.55800000000016,23,33,25,6,2,1,1,0,2,3,0,2,1.9307,SMILES_GA
0,6,467.57000000000016,24,33,26,5,2,1,1,0,2,3,0,2,3.0344000000000015,SMILES_GA
2,3,385.46700000000016,24,29,23,3,2,0,0,0,0,4,0,3,4.330200000000002,SMILES_GA
1,4,398.3990000000001,21,28,23,2,4,0,0,0,1,2,0,2,4.2791200000000025,SMILES_GA
0,5,588.205,16,25,18,2,4,0,1,0,0,2,0,2,-0.670159999999999,SMILES_GA
1,4,366.44200000000006,20,26,18,2,3,0,1,0,1,5,0,0,3.0336000000000007,SMILES_GA
2,4,306.343,14,21,14,2,4,0,1,0,0,2,0,2,1.8816399999999995,SMILES_GA
2,7,445.5880000000004,17,28,23,3,5,0,3,0,1,2,0,1,1.4177999999999995,SMILES_GA
2,5,365.33600000000007,17,26,17,3,4,2,0,0,0,2,0,2,1.550619999999999,SMILES_GA
3,1,294.371,15,20,17,1,2,1,1,0,0,2,0,2,1.5663000000000005,SMILES_GA
4,4,319.752,14,22,14,5,2,0,0,1,1,2,0,2,2.1329199999999995,SMILES_GA
1,3,375.49300000000005,23,27,21,1,2,0,1,0,1,3,0,3,4.184200000000003,SMILES_GA
2,3,354.32800000000003,17,25,17,2,3,3,0,0,0,2,0,1,2.8116000000000003,SMILES_GA
2,3,369.46500000000015,21,27,27,3,3,0,0,0,2,2,0,1,2.778100000000001,SMILES_GA
0,6,392.5020000000002,18,26,20,2,4,0,2,0,1,2,1,1,2.826100000000001,SMILES_GA
4,3,393.4840000000001,19,27,24,3,3,1,1,0,0,2,0,1,4.482120000000004,SMILES_GA
1,4,422.6420000000002,25,30,34,4,0,0,1,0,1,3,0,3,5.016240000000005,SMILES_GA
3,3,487.3130000000001,19,27,23,3,3,1,0,0,0,2,0,1,4.987320000000004,SMILES_GA
1,5,323.3500000000001,14,22,15,2,5,0,1,0,0,2,0,1,3.126120000000002,SMILES_GA
2,3,483.35000000000014,20,27,26,3,3,0,0,0,2,2,0,0,2.752600000000001,SMILES_GA
2,5,382.41600000000017,21,28,22,2,5,0,0,0,1,2,0,2,2.0221199999999997,SMILES_GA
1,4,380.4440000000001,22,28,24,2,4,0,0,0,1,2,0,2,3.092220000000001,SMILES_GA
0,3,300.159,14,18,10,3,0,0,0,0,1,2,0,3,3.6968000000000023,SMILES_GA
2,3,348.34900000000005,18,25,18,2,3,2,0,0,0,2,0,2,3.0977200000000016,SMILES_GA
1,3,351.324,18,25,16,1,3,3,0,0,0,2,0,2,3.1015000000000015,SMILES_GA
3,4,365.389,20,27,19,3,4,0,0,0,0,3,0,3,1.7122999999999993,SMILES_GA
0,6,424.5330000000002,23,30,33,6,0,0,0,0,1,3,0,2,3.483600000000002,SMILES_GA
2,3,380.51300000000015,22,27,24,2,2,0,1,0,1,2,0,2,3.7232800000000026,SMILES_GA
3,6,428.5360000000004,17,28,24,4,5,0,2,0,1,2,0,1,0.7934999999999997,SMILES_GA
1,4,365.3730000000002,20,26,20,3,2,0,0,0,0,3,0,2,3.597400000000002,SMILES_GA
1,4,386.31100000000004,14,22,15,2,4,0,1,0,0,2,0,1,2.14612,SMILES_GA
0,3,364.87300000000016,19,25,25,2,3,0,0,1,0,3,0,1,3.2650000000000023,SMILES_GA
1,7,365.4110000000002,16,25,19,3,5,0,1,0,2,1,0,2,2.03202,SMILES_GA
1,7,426.5200000000004,17,28,22,4,5,0,2,0,1,2,0,1,0.7185999999999997,SMILES_GA
1,7,418.95600000000013,17,26,11,4,1,0,3,1,2,2,0,4,5.199000000000002,SMILES_GA
2,5,384.43200000000013,21,28,24,2,5,0,0,0,1,2,0,1,1.4596199999999995,SMILES_GA
2,4,355.46300000000014,19,25,21,3,2,0,1,0,1,2,0,2,3.9772000000000025,SMILES_GA
1,4,359.42900000000003,22,27,21,3,2,0,0,0,1,2,0,2,2.769960000000001,SMILES_GA
1,7,383.3660000000002,15,25,18,3,5,0,1,0,2,1,0,2,2.2354200000000004,SMILES_GA
1,8,383.4510000000002,15,25,17,3,5,0,2,0,2,1,0,2,2.29012,SMILES_GA
1,4,363.4610000000001,22,27,25,3,2,0,0,0,1,2,0,1,3.2542800000000023,SMILES_GA
2,3,352.312,17,25,15,2,3,3,0,0,0,2,0,2,2.928400000000001,SMILES_GA
1,6,418.8710000000001,17,26,12,4,1,0,2,1,2,2,0,4,5.168800000000002,SMILES_GA
2,3,462.23400000000004,17,25,17,2,3,2,0,0,0,2,0,1,3.277100000000001,SMILES_GA
2,4,430.3240000000001,16,25,20,3,4,0,1,0,0,2,0,2,3.8577400000000024,SMILES_GA
1,4,367.4490000000001,21,27,25,3,3,0,0,0,3,1,0,2,2.4516,SMILES_GA
3,4,390.8710000000001,19,27,23,4,3,0,0,1,0,2,0,1,2.996480000000002,SMILES_GA
2,4,360.50200000000024,20,26,32,4,2,0,0,0,1,2,0,0,2.2154999999999996,SMILES_GA
3,4,386.83900000000006,19,27,19,4,3,0,0,1,0,2,0,2,3.0721800000000012,SMILES_GA
3,5,431.3320000000001,16,25,21,3,4,0,1,0,0,2,0,2,3.6081400000000023,SMILES_GA
0,5,363.43900000000014,17,25,21,3,4,0,1,0,0,2,0,2,3.1027400000000016,SMILES_GA
2,3,460.218,17,25,15,2,3,2,0,0,0,2,0,2,3.3939000000000012,SMILES_GA
0,5,365.4550000000001,17,25,23,3,4,0,1,0,0,2,0,1,2.7879000000000014,SMILES_GA
3,5,360.38900000000007,18,26,21,4,3,1,0,0,0,2,0,2,1.8056899999999991,SMILES_GA
3,4,323.3500000000001,14,22,15,2,5,0,1,0,0,2,0,2,3.3862400000000026,SMILES_GA
0,3,344.4550000000001,20,25,28,2,3,0,0,0,0,3,0,1,2.4527,SMILES_GA
0,7,351.3840000000001,15,24,17,3,5,0,1,0,2,2,0,2,1.67502,SMILES_GA
2,6,402.497,19,27,18,2,4,0,2,0,2,1,0,2,3.105480000000002,SMILES_GA
2,3,354.32800000000003,17,25,17,2,3,3,0,0,0,2,0,1,2.6068000000000007,SMILES_GA
4,3,373.5210000000002,21,27,33,4,2,0,0,0,0,2,1,1,1.6540000000000001,SMILES_GA
3,5,357.47900000000016,19,25,23,3,2,0,1,0,1,2,0,2,3.769000000000002,SMILES_GA
2,3,385.42800000000017,20,27,26,4,2,0,0,0,1,3,0,2,1.6579999999999993,SMILES_GA
0,6,406.5540000000002,18,26,18,2,3,0,3,0,1,2,1,3,3.9916000000000036,SMILES_GA
4,5,357.4390000000001,17,25,19,5,2,0,1,0,2,1,0,3,1.8175000000000003,SMILES_GA
4,4,372.4690000000001,20,27,28,4,3,0,0,0,2,2,0,1,1.3367999999999998,SMILES_GA
2,6,370.4090000000001,19,27,22,4,4,0,0,0,2,1,0,2,1.6464999999999992,SMILES_GA
0,3,346.4710000000002,20,25,30,2,3,0,0,0,0,3,0,0,2.528900000000001,SMILES_GA
1,3,372.40500000000014,20,26,25,2,3,0,0,0,1,2,0,2,3.1682000000000015,SMILES_GA
2,8,372.3810000000001,18,27,20,4,5,0,0,0,0,3,0,2,1.1103999999999996,SMILES_GA
