smiles,QED,SA,EGFR_Docking,HER2_Docking,source
[C@H]#C[C@@H](C(=O)OCCN1CCOCC1)c1ccccc1,0.498,3.809,-8.4,-7.8,seed123
[C@H](N)c1ccc(C#N)cc1OCC(=O)Nc1ccccc1,0.777,3.249,-8.6,-9.3,seed123
[C@H]1CC[C@H](C)C(Nc2ccccc2NC(=O)c2ccccc2F)C1,0.741,4.162,-9.5,-8.7,seed123
[C@H](C#Cc1ccccc1)C(=O)N(C)[C@H](C)Cn1ccnc1,0.703,4.474,-8.55,-8.4,seed123
[C@H](C#N)c1csc(-c2ccc(F)c(F)c2)n1,0.701,3.854,-8.45,-8.1,seed123
[C@H](c1ccccc1Cl)NC(=O)C1=CN(c2ccc(Cl)cn2)CC1,0.815,4.061,-9.45,-10.2,seed123
[C@H](N)c1ccc2c(c1)nc(C1CC1)n2C[C@@H]1Cc2ccccc2C1(C)C,0.655,4.485,-9.35,-8.4,seed123
[C@H]1CC[C@@H](Oc2ccc3c(c2)OCCO3)C1,0.665,4.243,-8.5,-8.0,seed123
[C@H](C)[C@H](NS(C)(=O)=O)c1ccc(Cl)cc1Cl,0.822,4.226,-8.1,-7.6,seed123
[C@H]1CN(C(=O)c2ccc(CS(N)(=O)=O)cc2)CCO1,0.752,3.717,-8.75,-8.6,seed123
[C@H](C)C(=O)NCCc1nc(-c2cccs2)no1,0.776,3.598,-8.25,-8.1,seed123
[C@H](C)CN(C[C@H]1CCCO1)C(=O)CN1CCN(c2ccccc2)CC1,0.658,3.854,-8.65,-8.2,seed123
[C@H]Oc1ccc2nc(C)c(C(=O)Nc3ccn(Cc4cccc([N+](=O)[O-])c4)n3)nc2c1,0.277,3.864,-9.7,-11.8,seed123
[C@H]Oc1ccc(-c2noc(N)c2C(N)=O)cc1C(=O)N[C@H](C)c1ccc(C)cc1,0.491,4.156,-10.05,-9.5,seed123
[C@H]Oc1ccc(NC(=O)CSc2nncn2C2CC2)cc1OC,0.685,3.659,-8.4,-9.5,seed123
[C@H](C)N(CCO)c1ccc(-c2nnnn2C(F)F)c(Cl)c1,0.786,4.277,-8.85,-7.9,seed123
[C@H]1CCCN1c1ccccc1CNc1ncnc2ccccc12,0.691,3.57,-9.45,-9.2,seed123
[C@H]Oc1ccc(CNC(=O)c2cc(C#N)cc([N+](=O)[O-])c2C)cc1O,0.536,3.767,-9.0,-9.3,seed123
[C@H]1C(C#N)=C(N)[C@@H]1c1ccccc1OCc1cc(F)ccc1F,0.839,4.256,-9.3,-9.3,seed123
[C@H](C(=O)NCC#CCOc1ccccc1)c1ccc(-c2cnn(C)c2)nc1,0.586,3.882,-8.95,-9.6,seed123
[C@H]Oc1cc(OC)ccc1OCC(=O)Nc1ccc(N2CCCCC2)c(Cl)c1,0.643,3.353,-9.0,-9.4,seed123
[C@H]1C(=O)Nc2ccccc21,0.464,3.825,-7.8,-6.6,seed123
[C@H]Oc1ccc(-c2noc(C(=O)[O-])n2)cc1OC,0.658,4.161,-8.45,-8.0,seed123
[C@H](C(=O)c1ccc(Cn2cccn2)c(F)c1)c1cc(Cl)c2cccnc2n1,0.39,3.891,-9.55,-10.6,seed123
[C@H]Oc1cccc(Oc2ccccc2NC(=O)c2c[nH]c3ccccc23)c1,0.413,3.324,-9.85,-9.6,seed123
[C@H](C)OC(=O)c1ccc(C(C)(C)C)cc1C(=O)[O-],0.663,4.149,-8.55,-7.3,seed123
[C@H]1CCCN(C(=O)Nc2ccc(N3CCCC3)c([N+](=O)[O-])c2)C1,0.586,3.54,-8.7,-9.7,seed123
[C@H]Oc1ccc(OCCNC(=O)C(=O)Nc2ccc(C)c(Cl)c2)cc1,0.513,3.334,-8.85,-9.0,seed123
[C@H](C(=O)NCc1noc(C(F)F)n1)NC(=O)c1ccc(Cl)cc1,0.734,3.852,-9.0,-9.6,seed123
Clc1ccccc1[C@@H]1CCCN1C(=O)Cc1ccc([N+](=O)[O-])cc1,0.518,3.418,-9.35,-8.7,seed123
Clc1cccc(Oc2ncccc2C2(CO)CC2)c1,0.828,3.401,-8.45,-8.4,seed123
ClCc1cc(-c2ccccc2)n[nH]1,0.629,3.082,-8.3,-7.4,seed123
Cl[C@@H](Cc1ccc(Cl)c(Cl)c1)Cc1ccccc1,0.564,3.293,-8.8,-9.3,seed123
ClCc1ccc(O[C@@H]2CCCc3ccccc32)cc1,0.624,3.466,-9.1,-8.9,seed123
Clc1ccc(NC[C@H]2CCCN(c3cccnc3)C2)cc1,0.823,3.428,-8.9,-9.4,seed123
ClCc1cccn1C1CC1,0.479,3.64,-7.35,-5.9,seed123
Clc1c(F)cc(C[C@@H]([NH3+])COc2ccccc2)cc1Cl,0.744,4.182,-8.75,-8.9,seed123
Cl[C@@H]1CCCC[C@@H]1OCC(=O)NC1CCN(Cc2c[nH]c3ccccc23)CC1,0.621,4.194,-9.1,-10.5,seed123
ClCc1ccc2c(c1)[C@@H](n1ccoc1=O)CC2,0.667,4.377,-8.6,-8.5,seed123
Cl[C@@H](CNc1ncccn1)c1ccc(F)cc1,0.749,3.671,-8.55,-8.8,seed123
ClCCS(=O)(=O)c1cccc(F)c1,0.632,3.083,-8.1,-6.7,seed123
ClC/Cn1ccc(-c2ccccc2Br)n1,0.689,3.317,-8.4,-7.5,seed123
Clc1ccc2c(c1)c1ccc(F)cc1-2,0.417,2.778,-8.65,-8.6,seed123
ClCCc1ccc(OC2CCOCC2)cc1,0.654,3.073,-8.15,-7.9,seed123
Clc1ccc(F)c(C(F)(Cl)N(C(Br)=O)C2CCC2)c1,0.307,4.444,-8.3,-7.2,seed123
Cl[C@@H](Cc1ccccc1Cl)c1c(F)cccc1Cl,0.542,3.56,-8.85,-8.5,seed123
Cl[C@@H](Cc1ccccc1)[C@@H]1COc2ccccc2C1,0.665,3.855,-9.15,-10.4,seed123
Cl[C@H](CCc1cccs1)C(=O)N1CCC[C@@H]1c1ccccc1Cl,0.556,4.126,-9.05,-8.1,seed123
Clc1ccc(-c2ccc(Cl)c(-c3ncoc3CC(F)(F)F)c2)cc1,0.43,3.559,-8.65,-10.2,seed123
ClC[C@H](O)c1cc(F)c(F)cc1Cl,0.508,3.905,-8.1,-6.5,seed123
Cl[C@H](Cc1ccccc1Cl)C(=O)NC[C@@H]1CCCO1,0.749,3.989,-8.6,-8.9,seed123
Clc1ccc2cc(CNc3cccc(F)c3)c(=O)oc2c1,0.637,3.131,-9.4,-10.4,seed123
Cl[C@@H]1CC[C@@H](CNC(=O)CCc2cccc(F)c2)O1,0.745,4.095,-8.75,-9.2,seed123
ClCc1ccccc1OCCN1CCCCC1=O,0.668,3.042,-8.4,-8.4,seed123
ClCOc1ccc(F)cc1NC(=O)OC(CO)CO,0.588,3.512,-8.35,-7.4,seed123
Cl[C@@H](C[C@H]1CCCO1)c1ccc(F)cc1,0.618,3.894,-8.2,-8.0,seed123
ClCCCNC(=O)CCc1ccccc1Cl,0.518,2.834,-8.2,-7.8,seed123
Cl[C@@H](Cc1c[nH]c2ccccc12)c1ccccc1,0.554,3.311,-9.0,-9.8,seed123
Cl/C=C(\Cl)COC(=O)c1cnc(Oc2ccccc2)s1,0.662,3.751,-8.25,-8.6,seed123
Clc1ccc(-c2nc3cc(NCCc4cc[nH]n4)ccc3o2)cc1,0.461,3.584,-9.4,-10.4,seed123
ClCc1cccc(OCC(F)(F)F)c1,0.616,3.007,-8.2,-7.4,seed123
Clc1ncccc1C(=O)Nc1c(F)cccc1F,0.75,2.882,-9.15,-8.7,seed123
ClC[C@@H]1CCCC[C@@H]1Oc1ccc(Oc2ccccc2F)cc1,0.544,3.85,-8.85,-9.8,seed123
Clc1ccc(-c2cccc(-c3nnco3)n2)cc1,0.606,3.204,-9.0,-9.8,seed123
Cl[C@H](Cc1ccccc1)c1ccc(Br)o1,0.653,3.609,-8.4,-8.5,seed123
ClCCOC[C@H]1CCCN(c2ncccn2)C1,0.496,3.831,-8.2,-7.1,seed123
Cl[C@@H](CC(=O)[O-])C(=O)Nc1ccc2c(c1)CCC2,0.722,4.16,-8.8,-9.0,seed123
Clc1ccccc1C[C@@H]1CCCN1C(=O)c1ccc(OCc2ccc(F)cc2)cc1,0.393,3.416,-9.55,-10.6,seed123
Cl[C@@H]1CC(C(=O)Nc2ccccc2Cl)=NC1,0.713,4.087,-8.6,-8.6,seed123
Cl[C@H]1CCO[C@@H]1c1ccccc1,0.507,4.058,-8.0,-7.0,seed123
Clc1ccccc1-n1cnnc1SCC(=O)Nc1ccoc1,0.625,3.497,-8.5,-8.9,seed123
Cl[C@@H]1CCN(c2cncc(C(=O)NCc3ccccc3)c2)C1,0.782,3.597,-9.05,-10.2,seed123
ClCCc1nnc2sc(-c3ccccc3)nn12,0.583,3.309,-8.75,-8.4,seed123
Clc1ccc(CBr)cc1F,0.54,2.977,-7.5,-6.2,seed123
Clc1cccc(OC[C@H](O)c2ccccc2)c1,0.798,3.087,-8.6,-8.7,seed123
ClCc1ccc2nccn2c1,0.493,3.612,-7.65,-6.8,seed123
ClC[C@@H]1CCCC[C@]1(O)c1ccccc1C(F)(F)F,0.705,4.338,-8.55,-7.7,seed123
Clc1ccc(Cl)cc1/C=N\N=C\c1ccccc1,0.485,3.169,-8.65,-8.2,seed123
Cl[C@@H](CC(=O)NC[C@@H]1CCCO1)c1nc2ccccc2s1,0.759,4.21,-8.75,-9.2,seed123
ClCC1CCN(C(=O)NCc2cccnc2)CC1,0.754,3.128,-8.55,-8.9,seed123
Clc1ccc(COCCO[C@H]2CCOC3(CCOCC3)C2)cc1,0.641,4.481,-8.5,-9.1,seed123
ClCc1cc(Br)ccc1O[C@H]1CCc2ccccc21,0.595,3.68,-8.95,-9.1,seed123
ClCC1CCN(c2ncccc2C2CC2)CC1,0.665,3.367,-8.45,-6.8,seed123
Clc1cccc(SCc2nc(-c3ccc(Cl)cc3)o[n+]2C2CC2)c1,0.33,4.057,-9.0,-9.5,seed123
Clc1ccccc1OC1(CCl)c2ccccc21,0.655,3.617,-8.55,-8.3,seed123
ClN1CCN(c2ccc(C=O)cc2Cl)CC1,0.502,3.497,-8.25,-7.2,seed123
ClCc1cn(Cc2nnc(-c3ccc(Cl)cc3)n2Cc2ccc(F)cc2)nc1N1CCOCC1,0.247,3.684,-9.7,-9.5,seed123
Cl[P@](Cc1ccc(F)cc1)SCCN1C(=O)c2ccccc2C1=O,0.427,4.144,-9.05,-9.7,seed123
Clc1ccc(CN2CCO[C@@]3(CCc4c(F)cccc4C3)C2)cc1,0.707,4.34,-9.55,-9.0,seed123
[P@]=C(Br)CCn1ncc(C(F)(F)F)cc1=O,0.704,4.32,-8.15,-8.0,seed123
[P@]=C(c1cccs1)N1CCOCC1,0.595,3.964,-7.75,-5.7,seed123
[P@]=C(\NCc1ccccc1)Nc1ccccc1C(=O)[O-],0.693,3.724,-8.9,-9.2,seed123
[P@]=C([O-])c1ccc2ccccc2c1O,0.616,3.729,-8.45,-7.5,seed123
[P@]=C(/CCCn1ccccc1=O)c1cc(Cl)ccc1Cl,0.638,3.715,-8.7,-8.8,seed123
[P@]=C([O-])COC(=O)c1cccc([N+](=O)[O-])c1C(F)(F)F,0.265,4.19,-8.45,-7.9,seed123
[P@]=C([O-])[C@H]1COCCN1S(=O)(=O)c1ccccc1,0.632,4.249,-8.35,-7.3,seed123
[P@]=C(S[C@H]1CCCO1)C(=O)N1CCN(c2ccc(Cl)cc2)CC1,0.661,4.356,-8.65,-8.3,seed123
[P@]=C(Cl)C(F)(F)Oc1cccc(Br)c1,0.66,4.048,-8.1,-7.4,seed123
[P@]=C([O-])CNS(=O)(=O)c1ccc(Cl)cc1Cl,0.748,3.951,-8.25,-7.4,seed123
[P@]=C(SCc1cccc(Cl)c1)Nc1cccc(C(N)=O)c1,0.675,3.55,-9.1,-9.5,seed123
[P@]=C(S)N1CCN(C(=O)c2ccsc2)CC1,0.556,3.88,-7.85,-6.7,seed123
[P@]=C(SCc1cccnc1)c1ccccc1,0.656,3.585,-8.25,-7.9,seed123
[P@]=C(\Cc1ccc(Cl)cc1)c1ccc(Cl)cc1[N+](=O)[O-],0.347,3.511,-8.55,-9.0,seed123
[P@]C1CCN(c2ccccc2-c2nc(-c3ccccc3)cs2)CC1,0.45,3.607,-9.3,-10.5,seed123
Nc1ccc(C(=O)NCc2ccccc2)c(Cl)c1,0.734,2.567,-8.9,-9.0,seed123
CC(=O)c1cccc(NC(=O)COc2ccc3ccccc3c2)c1,0.622,2.674,-9.45,-11.7,seed123
O=S(=O)(Cc1ccc(Cl)cc1)c1ccccc1,0.754,2.54,-8.75,-8.7,seed123
N#C/C(=C\Nc1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cn1,0.429,3.451,-8.65,-9.0,seed333
CC(=O)c1ccc(/C=C(/C#N)C(=O)[O-])cc1,0.318,3.55,-8.25,-7.6,seed333
O=C(CCCn1cncn1)NCC(=O)c1cccc(Cl)c1,0.69,3.199,-8.45,-8.8,seed333
CC(C)c1nnnc(NC(C2CC2)C2CC2)c1Cl,0.789,4.15,-8.55,-8.2,seed333
O=C(NC1CCCC1)[C@@H]1C=CC[C@@H]1c1cccc2ccccc12,0.728,4.09,-9.2,-10.6,seed333
N#C/C(=C/c1c[nH]c(=O)c(Cl)c1Cl)c1ccccc1O,0.734,3.782,-8.85,-7.3,seed333
Nc1c[nH]c(C(=O)Nc2ccccc2F)c1C(F)(F)F,0.643,3.504,-8.9,-8.8,seed333
CCCS(=O)(=O)N1CCCc2cc(NC(=O)C(=O)Nc3ccccc3OC)ccc21,0.585,3.283,-9.3,-10.2,seed333
O=C(C[C@H]1CCCCO1)N1CCCCC1,0.598,3.415,-8.4,-7.8,seed333
Nc1c(Sc2ncccc2COC(=O)c2ccc(Cl)cc2)sc2c1CCC2,0.466,3.7,-9.3,-8.9,seed333
CCCNC(=O)N[C@H](CO)c1cnn(C)c1,0.569,3.838,-7.95,-7.2,seed333
Cc1ccccc1S(=O)(=O)N1CCC([C@@H](C)OC(C)C)CC1,0.735,3.776,-8.8,-9.0,seed333
C=C(C)CN(C[C@@H]1CCCCO1)C(=O)Nc1nc(C)cc(CC)c1C,0.685,4.251,-9.0,-7.3,seed333
COc1cccc(NC(=O)Cc2ccccc2)c1OC(F)F,0.789,2.899,-8.75,-8.7,seed333
C[C@@H]1C[C@@H](CNC(=O)N2CCC(C)CC2)C[C@@H](C)C1,0.715,4.04,-8.75,-10.4,seed333
Cn1cc(C#N)c(S[C@H](C)C(=O)NCCc2ccccc2)c1C,0.73,3.915,-8.65,-9.0,seed333
C[C@H](C[NH2+][C@@H](c1ccccc1)c1ccncc1)c1ccccc1,0.641,4.463,-9.3,-10.0,seed333
C[C@@H](OC(=O)CCc1nc2ccccc2c(=O)n1CCc1ccccc1)[C@@H]1CCCO1,0.42,4.115,-9.6,-10.2,seed333
[C@H]Oc1ccc(C(=O)Cn2cc(-c3ccccc3)nn2)cc1,0.578,3.433,-8.9,-10.2,seed333
[C@H]Oc1ccccc1CNC(=O)Cc1c[nH]c2ccccc12,0.659,3.323,-9.1,-9.9,seed333
[C@H]Oc1ccc(NC(=O)NCCc2ccccc2)c(OC)c1,0.761,3.166,-8.75,-9.4,seed333
[C@H](C)Oc1cccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccccc2)c1,0.744,3.753,-9.15,-10.4,seed333
[C@H]1CCCC[C@H]1C(=O)N1CCN(C(=O)Cc2ccccc2Cl)CC1,0.743,3.912,-8.95,-10.3,seed333
Nc1cccc(-c2ccc([N+](=O)[O-])cc2Br)c1,0.422,3.02,-8.95,-8.4,seed333
[C@@H]#CCN(C(=O)c1cccc(NC(=O)N(C)CCN2CCOCC2)c1)C1CC1,0.627,3.524,-8.75,-8.6,seed333
[C@@H]Oc1ccc(CNC(=O)Nc2nnc(C(F)(F)F)s2)cc1OC,0.756,3.739,-8.8,-10.1,seed333
[C@@H](C)Nc1ccc2[nH]c(=O)n(CCOC(C)C)c2c1,0.74,3.81,-8.35,-7.4,seed333
O=C(NCCc1cccc(Cl)c1)C1CCN(c2ccc(Cl)cn2)CC1,0.757,2.985,-9.05,-10.2,seed333
Nc1ccc(NC(=O)CN2CCN(c3ccc(Cl)cc3)CC2)cc1,0.737,2.745,-8.9,-9.9,seed333
[C@@H]1n[C@@H](Cc2ccccc2Cl)NC(=O)N1c1ccc([N+](=O)[O-])cc1,0.558,4.399,-9.3,-9.7,seed333
N#C/C(=C/c1cnn(Cc2ccccc2)c1)C(=O)Nc1ncc(Cl)cc1F,0.44,3.563,-9.2,-10.2,seed333
C[C@@H](CNC(=O)NNC(=O)c1ccncc1)n1cccc1,0.635,3.94,-8.85,-9.1,seed333
O=C(CS[C@@H](N)c1ncoc1-c1ccccc1)c1ccccc1,0.45,3.952,-9.05,-9.8,seed333
[C@@H]OCC(=O)N[C@@H]1CCC[C@H](OCc2ccccc2)C1,0.766,4.179,-8.65,-9.1,seed333
[C@@H](CCO)CCCNC(=O)c1ccc(-n2cccc2)cc1,0.632,3.474,-8.55,-8.6,seed333
[C@@H]O/C=C/C(=O)C(=O)Nc1cccc(F)c1C,0.392,4.02,-8.45,-7.8,seed333
[C@@H](C(=O)/C=C/c1ccc([N+](=O)[O-])cc1)c1cccs1,0.375,3.614,-8.5,-8.8,seed333
[C@@H]1CC[C@@H](C)CN1C(=O)c1ccc(-n2cccc2)cc1,0.717,4.175,-8.7,-9.8,seed333
[C@@H]Oc1cc(OC)ccc1S(=O)(=O)Nc1ccc(N2CCOCC2)cc1,0.734,3.419,-8.6,-8.5,seed333
[C@@H]1CCN(C(=O)NC[C@H](O)c2ccc(C#N)cc2)C1,0.755,4.125,-8.45,-9.1,seed333
[C@@H](CCN(C)C(=O)c1n[nH]c2ccccc12)c1cc2ccc(C(F)(F)F)cc2s1,0.366,3.978,-9.5,-11.7,seed333
n1cc[nH+]c(CN(C)C(=O)CSc2ccc(F)cc2)n1,0.677,4.357,-8.45,-8.5,seed333
c1ccccc1[N-]CC(=O)N(Cc1cccnc1)[C@H](C)c1ccccc1,0.513,4.315,-9.0,-9.2,seed333
[C@@H]Oc1cc(C(=O)N(C)Cc2ccccc2)ccc1C,0.75,3.181,-8.55,-9.9,seed333
c1ccc(NC(=O)N2CCN(CC(=O)Nc3ccccc3F)CC2)cc1,0.785,2.732,-9.0,-10.0,seed333
c1ccc(OCC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1F,0.578,2.682,-8.7,-9.6,seed333
[C@@H]Oc1ccc(N2CCN([C@@H](c3ccc(F)cc3)C(=O)c3ccc(F)cc3)CC2)cc1,0.439,3.889,-9.7,-10.7,seed333
c1coc(CN2CCO[C@H](COc3cccc(Cl)c3C)C2)c1,0.744,3.687,-8.9,-9.3,seed333
c1cn2c(n1)NC(c1cccnc1)[C@@H]2C(=O)Nc1ccc(Cl)c(Cl)c1,0.629,4.495,-9.65,-7.9,seed333
[C@@H]#Cc1cc(F)cc(CNC(=O)N[C@H](C)c2ccco2)c1,0.749,3.882,-8.85,-9.7,seed333
[C@@H]Oc1cc(Cl)ccc1C(=O)N(CCO)C(C)C,0.792,3.728,-8.2,-6.8,seed333
[C@@H](C)N(C(=O)c1ccc(Cl)cc1Cl)C1CCC1,0.708,3.681,-8.15,-6.8,seed333
n1cnc(CNS(C)(=O)=O)cc1,0.594,3.36,-7.75,-6.2,seed333
[C@@H](O)[C@@H]1CCC[C@@H](C)N1CCC(=O)NCc1ccccc1,0.746,4.209,-8.9,-8.8,seed333
c1cccc(-c2nnc(SCCOCc3cccc(Br)c3)n2C)c1,0.328,3.103,-8.6,-9.5,seed333
CN(C)C(=O)CN1CCN(Cc2ccccc2CO)CC1,0.752,2.981,-8.8,-8.4,seed333
O=C1CCC(=O)N1CCN(Cc1ccccc1)C[C@H]1CCCO1,0.62,3.648,-8.9,-8.5,seed333
c1ccc(CSc2nnc(-c3ccc(Cl)c(Cl)c3)n2C)cc1,0.515,2.907,-8.95,-10.2,seed333
n1cc(/C=C/C(=O)Nc2cccc(N3CCC(O)CC3)c2)no1,0.734,3.697,-8.8,-9.6,seed333
c1ccc([C@@H]2C[C@H](C)CN(c3cc(C(=O)NC4CCCC4)c[nH]3)C2)cc1,0.762,4.261,-9.35,-10.9,seed333
[C@@H]O/C=C/C(=O)N1CCN(c2ccccc2OC)CC1,0.517,3.539,-8.5,-7.0,seed333
[C@@H](C)NC(=O)c1cccc(S(=O)(=O)NC2CC2)c1,0.737,3.432,-8.45,-8.3,seed333
[C@@H]Oc1cccc(C(=O)N2CCN(Cc3cccc(F)c3)CC2)c1,0.766,3.219,-9.1,-9.8,seed333
[C@@H](O)CNC(=O)Cn1nc(-c2ccccc2)ccc1=O,0.733,3.375,-8.8,-9.0,seed333
O=C(CCc1noc(Cc2ccc(Cl)cc2)n1)Nc1nncs1,0.635,3.411,-9.0,-9.6,seed333
c1cnc(Cl)cn1,0.405,3.326,-7.0,-4.5,seed333
c1ncc(CCN2CCO[C@@H](CO)C2)cn1,0.66,3.881,-8.25,-6.9,seed333
c1ccc(S[C@@H](C)C(=O)Nc2cccc3c2OCCO3)cc1,0.776,3.492,-9.05,-9.7,seed333
c1ccc(CN(C(=O)c2sc3ccccc3c2N)C2CC2)cc1,0.679,3.047,-8.9,-9.0,seed333
c1ccc2c(c1)N(Cc1cn[nH]c1-c1ccccc1)CCC2,0.689,3.077,-9.5,-10.7,seed333
C[C@H](CNC(=O)c1cccc(NC(=O)c2ccco2)c1)N(C)c1ccccc1F,0.536,3.638,-9.6,-10.7,seed333
Fc1cccc(NC(=O)Cn2nc3ccccc3n2)c1,0.693,2.96,-8.95,-9.1,seed333
Fc1cc(F)cc(CNCC2(CO)CC2)c1,0.704,3.368,-8.35,-8.0,seed333
FC(F)(F)c1n[nH]cc1CNc1ncc([N+](=O)[O-])c(Cl)n1,0.408,4.259,-8.9,-9.5,seed333
Fc1cc(Cl)c(CN2CC[NH+](Cc3ccccc3F)CC2)cc1F,0.729,4.312,-9.3,-9.6,seed333
Fc1ccc(C[NH2+]CCc2cc(F)ccc2F)cc1,0.7,3.928,-8.75,-9.2,seed333
FC(F)[P@@](=O)(=O)c1cc(F)ccc1OCC1CCCC1,0.674,3.903,-8.9,-8.1,seed333
FN1CCCC[C@@H]1[C@H]1CCCN1c1ccc(Cl)cc1Cl,0.63,4.358,-5.0,-8.4,seed333
FC(F)Cn1c2ccccc2c2cc(Cl)c(I)cc21,0.421,3.543,-8.85,-9.0,seed333
Fc1csc(NC(=O)CCCc2c[nH]c3ccccc23)c1,0.624,3.424,-8.85,-9.9,seed333
Fc1ccc(Sc2ccc(Cn3cccn3)cc2)cc1,0.614,2.978,-8.7,-8.5,seed333
FC(F)(F)[C@@H]1CCCCC1,0.4,3.054,-7.65,-6.8,seed333
FC(F)N1CCCC[C@@H]1CNC(=O)c1ccccn1,0.749,3.892,-8.65,-8.6,seed333
Fc1cccc(CCn2ccc3c(Br)cccc32)c1,0.554,2.992,-9.1,-9.8,seed333
Fc1ccccc1CCN1CC[C@H](c2ccccc2)C1,0.714,3.212,-9.1,-10.2,seed333
Fc1ccc(SCCC(CO)CO)nc1,0.625,3.691,-7.95,-6.8,seed333
FC(F)(F)CC[S@](=O)Cc1ccccc1OCc1ccccc1,0.642,3.702,-8.9,-9.5,seed333
Fc1cccc(-c2cc(F)ccc2Br)c1,0.62,2.745,-8.7,-8.1,seed333
FC(F)(F)c1ccc(OC2CCCC2)cc1,0.645,2.817,-8.55,-8.7,seed333
Fc1ccccc1[C@H](Nn1cc(-c2ccccc2)nn1)c1ccc(Cl)cc1,0.427,3.882,-9.8,-10.8,seed333
FC(F)(F)CN1CCO[C@H](c2ccc(F)cc2)C1,0.661,3.649,-8.7,-7.7,seed333
Fc1cccc(CNCc2ccc([N+](=O)[O-])cc2)c1,0.564,2.7,-8.75,-9.1,seed333
FC(F)OCc1ccc(CN2CCC[C@@H]2c2ccc(Cl)o2)cc1,0.638,3.999,-8.8,-9.2,seed333
Fc1cccc(Cn2cccn2)c1Cl,0.645,3.123,-8.2,-6.9,seed333
FC(F)(F)COCCCCNC(=O)Nc1ccc(Br)cc1,0.616,3.032,-8.35,-8.6,seed333
Fc1ccc(CCNC(=O)C(=O)c2ccccc2)cc1,0.57,2.668,-9.15,-9.9,seed333
Fc1ccc2c(c1)OCC[C@@H]2NC(=O)[C@@H]1C[C@@H]1c1cccc(Cl)c1,0.804,4.203,-9.25,-9.3,seed333
Fc1ccc(O)cc1COc1ncc(Cl)cc1Cl,0.833,3.211,-8.85,-9.0,seed333
FC(F)(F)C1=CC(=O)c(-c2cc(F)ccc2F)[C@@H](CCCCc2ccccc2)N1,0.408,4.494,-9.6,-9.4,seed333
Fc1csc(/C=C/C(=O)N2CCC[C@H]3CCCC[C@H]32)c1,0.652,4.418,-8.95,-8.1,seed333
FC(F)(F)CCNC(=O)c1ccc(C[NH2+]C2CC2)cc1,0.72,4.082,-8.5,-8.5,seed333
FC(F)Cc1cc(F)c(F)c(F)c1F,0.303,3.658,-8.25,-7.7,seed333
F/C=C/C=C/c1ccc(I)cc1O,0.553,4.187,-8.05,-7.3,seed333
Fc1cccc(COC(=O)COCc2ccncc2)c1,0.66,2.94,-8.5,-8.7,seed333
[C@@H]Oc1ccccc1CCc1c(C)nn(C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c1C,0.411,3.719,-9.5,-10.2,seed333
[C@@H](C)C[C@H](CCO)NC(=O)N1CCC[C@@H](N2CCCC2)C1,0.683,4.45,-8.5,-8.1,seed333
[C@@H]Oc1ccc(CNC(=O)N2CCSCC2)cc1,0.808,3.618,-8.25,-7.7,seed333
[C@@H]=C(Br)CN(C)C(=O)c1ccn(C)n1,0.716,4.181,-7.65,-6.5,seed333
[C@@H]Oc1ccc(/C=c2\sc3c(cc2C#N)C(=O)CC(C)(C)C3)cc1OCc1ccc(F)cc1,0.402,4.381,-9.55,-8.3,seed333
[C@@H]1CCC[C@@]1(O)CNC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,0.719,4.376,-8.8,-8.8,seed333
[C@@H]Oc1ccccc1CN1CCN(C(=O)NC[C@@H](O)CO)CC1,0.582,3.996,-8.7,-7.9,seed333
[C@@H](C)Oc1ccccc1/C=N/NC(N)=N\O,0.204,4.16,-8.3,-7.7,seed333
[C@@H]1c2ccccc2C(=O)N1COc1ccc(Br)cc1,0.768,3.622,-8.95,-9.9,seed333
[C@@H](C)CN1C(=O)C2=C(C(=O)CCC2)[C@@H]1c1ccc(Br)cc1,0.738,4.275,-8.85,-8.3,seed333
[C@@H]1CCCN(C(=O)c2cccc(N(C)Cc3ccccc3)c2)C1,0.758,3.321,-9.25,-10.1,seed333
[C@@H]Oc1c(Cl)cccc1NC(=O)N1CCN(c2cnccn2)CC1,0.825,3.644,-9.25,-9.0,seed333
[C@@H]Oc1ccc(NC(=O)CN2C(=O)N[C@](C)(c3ccccc3)c3ccccc32)cc1,0.577,3.991,-9.7,-8.5,seed333
[C@@H](C)CC(=O)N(Cc1ccc(C(F)(F)F)c(F)c1)[C@@H]1CCc2ccccc21,0.532,4.171,-9.3,-9.1,seed333
[C@@H]1c2cccc(C(=O)NNC(=O)c3ccc(OCc4ccccc4)cc3)c2NC1,0.488,3.441,-9.55,-10.6,seed333
[C@@H](C)NC(=O)[C@H](NC(=O)c1cccs1)c1ccc(F)cc1,0.792,3.957,-8.8,-8.1,seed333
[C@@H]Oc1ccc(CNC(=O)CN2CCOCC2)cc1OC,0.736,3.335,-8.4,-7.8,seed333
[C@@H]#Cc1cccc(NC(=O)[C@H]2CCCN(C(=O)c3cc(F)ccc3F)C2)c1,0.744,3.628,-9.5,-10.3,seed333
