smiles,qed,sa,egfr,her2,true_docking_score,source
[NH3+][C@@]1(CO)CCC[C@H]1CNCc1cc(-c2cccc3cnccc23)on1,0.627,3.956,-8.6,-9.69,,seed123
C[C@@H]([NH2+]Cc1ccccc1OCc1ccncc1)c1nc2ccccc2s1,0.5284,3.2623,-8.7,-9.59,,seed123
NNC(=O)c1cccc(C(=O)NN/N=C/c2cccnc2)c1,0.2668,2.5161,-8.4,-9.79,,seed123
Fc1c(F)cccc1S(=O)(=O)[C@@H]1C[C@@H](O)CN1C1CCCCC1,0.9143,3.5054,-8.9,-9.29,,seed123
N[C@@H](CNC(=O)[C@@H](CO)N1CCCC1=O)[C@H]1CC(c2ccccc2)=NO1,0.612,3.8283,-8.4,-9.79,,seed123
C[C@@]1(c2ccc(Br)cc2)NC(N2CCOCC2)C(=O)N=C2NC(N)=C2[C@H]1C,0.6495,4.3818,-8.3,-9.89,,seed123
C[C@@]1(O)CSC[C@@H](NC(=O)C(=O)Nc2ccc3c(c2)CCC3)C1,0.7162,3.4968,-7.9,-10.29,,seed123
NC(=O)C[NH+]1CCC(NC(=O)c2cnn(-c3ccccc3)n2)CC1,0.6223,3.5209,-8.8,-9.39,,seed123
[NH3+]c1ccc(F)c(Nc2nc3ccsc3c(=O)n2CC(=O)[O-])c1,0.6949,3.5926,-8.7,-9.49,,seed123
FC1(COc2ccccc2)CCC[C@@H]1NS(=O)(=O)c1ccc(Cl)cc1,0.821,3.146,-8.1,-10.09,,seed123
NOC(=O)[C@H]1[C@H]2c3ccccc3N(c3ccccc3)[C@@H]2C1=O,0.6763,3.5781,-9.0,-9.19,,seed123
FC(F)(F)C1CCN(C(=O)C2CCc3ccccc32)CC1,0.7765,2.7397,-8.6,-9.59,,seed123
Oc1ccc(-n2c(CCO)nc(SCC(=O)Nc3ccccc3C)n2)cc1,0.5415,2.3073,-8.2,-9.99,,seed123
N#Cc1ccccc1C(=O)NC1Cc2ccccc2C1,0.9035,2.02,-8.5,-9.69,,seed123
C[C@@H](Sc1nc2[nH+]cccc2s1)C(=O)Nc1ccnc([N+](=O)[O-])c1,0.4239,4.0211,-8.6,-9.59,,seed123
F[C@H]1c2ccccc2C[NH2+][C@@H]1Cc1cc(F)ccc1F,0.8695,4.0044,-8.6,-9.59,,seed123
c1noc(Cl)c1C=C[C@@H](C[NH2+]Cc1ccc(Br)cc1)C[NH+]1CCCCC1,0.6626,5.1372,-8.6,-9.59,,seed123
c1c(C[NH+]2CCC(c3ncc[nH]3)CCC2)cnn1-c1ccccc1,0.7713,4.2616,-8.3,-9.79,,seed123
O[C@@H](c1ccccc1)[C@@H]1CCCN(Cc2ccccc2F)C1,0.9287,2.6334,-8.3,-9.79,,seed123
FC(=O)[C@@H](NC(=O)c1cccc(CNC2CC2)c1)c1cccc(F)c1,0.7593,2.6993,-8.5,-9.59,,seed123
c1n[nH]c2c1CCC[C@H]2[NH2+][C@@H](CO)c1nc2ccccc2s1,0.6854,4.2677,-8.4,-9.69,,seed123
CNC(=O)CCc1cc(F)ccc1NC(=O)Nc1ccc(OCC(F)F)cc1,0.6363,2.2513,-8.2,-9.89,,seed123
O=c1[nH]c2ccccc2n1N1CCCc2ccccc21,0.7343,2.4501,-8.7,-9.39,,seed123
c1noc2ncc(NCc3ccccc3-n3cccn3)cc12,0.6256,2.7543,-8.6,-9.49,,seed123
O[C@@H](NS(=O)(=O)c1cccc(I)c1)c1cnn(-c2ccccc2)n1,0.4514,3.1612,-8.3,-9.79,,seed123
[NH3+][C@@]1(c2cc(Cl)ccc2Cl)CCCN1C(=O)COc1cccc(F)c1F,0.8529,3.3901,-8.5,-9.59,,seed123
C[C@@H](C(=O)N1CCC[C@@H]1C(=O)c1ccco1)c1ccccc1,0.8139,2.9166,-8.4,-9.69,,seed123
C=C[C@@H](C)CN(Cc1cccnc1)C(=O)[C@H]1CCN(c2ccccc2)C1=O,0.5603,3.3219,-8.2,-9.89,,seed123
[NH3+][C@]1([C@@](C)(O)CCCc2nc(-c3ccc(F)cc3F)cs2)C[NH+](C2CC2)c1,0.6598,4.3605,-8.4,-9.69,,seed123
NS(=O)(=O)c1cccc(NC(=O)CCc2nc3ccccc3s2)c1,0.7287,2.0143,-8.3,-9.79,,seed123
c1n[nH]c([O-])c1-c1ccc(-n2nc(C[NH2+]Cc3ccco3)cc2)cc1,0.5527,3.6453,-8.3,-9.79,,seed123
NC(=O)[C@H]1Cc2cc(C[NH+](Cc3ccccc3)c3ccncc3)ccc2S1,0.6949,4.1725,-9.1,-8.99,,seed123
O[C@H](NCc1ccccc1C[S@]1CCCC1)c1nc2ccccc2s1,0.6206,3.7301,-8.4,-9.69,,seed123
F[C@@H](c1ccc(Cl)c(Cl)c1)c1nc(-c2ccncc2)no1,0.7118,2.9418,-8.1,-9.89,,seed123
c1nc2nc(-c3ccc(Br)cc3)sc2c2cnccc12,0.5046,2.5234,-8.3,-9.69,,seed123
N/c1nnc(CN2CCOCC2)cc1C(=O)N[C@@]1(C#N)CCCc2ccccc21,0.8069,3.4479,-9.1,-8.89,,seed123
O[C@H](Sc1nnc(-c2ccc(Br)cc2)o1)c1ccccc1,0.5538,2.7193,-7.9,-10.09,,seed123
O[C@H](Sc1nc(-c2ccc(Cl)cc2)n[nH]1)c1ccccc1Cl,0.5337,2.9878,-7.9,-10.09,,seed123
c1cn(Cc2[nH]c(-c3ccco3)nn2)c(Nc2ncc(F)cc2Cl)n1,0.5674,3.2126,-8.4,-9.59,,seed123
N#C[C@H](C(=O)COc1ccc(-c2cccnc2)nn1)c1cc(F)ccc1F,0.6661,3.0729,-8.1,-9.89,,seed123
Fc1ccc(OCC(F)(F)F)cc1NC(=O)Nc1cccc(F)c1,0.7982,2.0107,-8.2,-9.79,,seed123
c1cc([C@@H]2C[NH2+][C@]3(CCOC3)SC2)cc(-c2ccco2)c1,0.926,4.7531,-8.1,-9.89,,seed123
N[C@H](Oc1cc(Cl)ccc1C(F)(F)F)c1nc2ccccc2o1,0.71,3.0391,-8.5,-9.49,,seed123
Fc1c(S(=O)(=O)N/C=C2\CCCC[C@H]2C(=O)[O-])sc2c1CCC2,0.8832,4.0599,-8.4,-9.59,,seed123
[NH3+]C(F)(F)c1n[nH]c(SCc2ccc3cc(OC)ccc3c2O)n1,0.4827,3.1724,-8.3,-9.69,,seed123
Oc1cc(Br)ccc1N1CC[NH+]([C@@H]2CCO[C@]3(CCOC3)C2)CC1,0.7863,5.1078,-8.7,-9.29,,seed123
Oc1cc(/C=N/N2CCOC[C@H]2Cc2ccccc2)ccn1,0.8777,3.2638,-8.5,-9.49,,seed123
Oc1cc([C@H]2Nc3ccccc3[C@H]2[NH2+]Cc2c(Cl)cccc2Cl)ccc1O,0.49,3.8029,-9.0,-8.99,,seed123
O=[N+]([O-])c1cccc(OCCC(=O)Nc2ccc([C@@H]3CSCC=N3)cc2)c1,0.5769,3.1525,-8.3,-9.69,,seed123
c1ncc2c(=O)cc(-c3ccccc3C(=O)[O-])cc2o1,0.6949,2.9564,-8.9,-9.09,,seed123
C[C@@H](Cc1cccs1)NC(=O)Nc1ccc(N2CCOCC2)cc1C(=O)NC1CC1,0.6324,2.7938,-8.4,-9.59,,seed123
C[C@@H]([C@@H](O)c1cc(F)c(Br)cc1)c1cccc(C(F)(F)F)c1,0.7063,3.0085,-8.2,-9.79,,seed123
C[C@H](NC(=O)[C@H]1CCN(C(=O)c2cc(Cl)c[nH]2)C1)c1ccncc1,0.8919,3.0667,-8.4,-9.59,,seed123
NC(=O)c1cccc(OC(=O)[C@H]2CCCN(C(=O)C3CC3)C2)c1,0.6703,2.5054,-8.5,-9.49,,seed123
O=c1nn[nH]n1-c1ccc(Cc2ccccc2F)cc1,0.7873,2.2897,-8.6,-9.39,,seed123
C#C[C@@H](C[C@H](O)c1ccccc1)C(=O)NC[C@@H](O)c1ccc(F)cc1F,0.6655,3.5013,-8.3,-9.69,,seed123
C#Cc1ccc(OC)c([C@@H]2NC(=O)[C@H]3CC=CC[C@@H]32)c1,0.6599,3.7967,-9.0,-8.99,,seed123
NC(=O)[C@]1(O)CCc2cc(C(=O)N3CCOC3(CCOCC3)C3)ccc12,0.8073,4.2898,-8.8,-9.19,,seed123
O[C@H](NCc1cccc(C(F)(F)F)c1)c1cccc(F)c1,0.6673,2.6148,-8.7,-9.29,,seed123
F[C@H](Cc1ccccc1)[C@@H](Cc1ccncc1)N(Cc1ccccc1)CC1CC1,0.4568,3.0901,-8.7,-9.19,,seed123
C=CCn1c(=O)n(C)c(=O)c2ccc(C(=O)NC[C@@H](C)Cn3cccc3)cc21,0.6346,3.0789,-8.3,-9.59,,seed123
C/C(=N/OC(=O)c1ccc(C)[nH]c1=O)[C@H]1CSc2ccccc21,0.5337,3.4088,-8.0,-9.89,,seed123
OC=C(Cn1ncc2ccccc21)C[NH+](Cc1ccccc1)Cc1ccncc1,0.4583,3.8275,-8.0,-9.89,,seed123
[NH3+]O[C@@H]1CCCC[C@H]1[NH+]c1ccc2c(c1)CCCC2,0.7846,4.5984,-8.5,-9.39,,seed123
C[NH2+][C@@]1(C(N)=O)CCC[C@H]([NH+](C)[C@H]2CCc3ccccc3C2)C1,0.6834,5.2668,-8.2,-9.69,,seed123
NN[C@@H](c1cccc(Br)c1)c1nc2ccccc2n1C(F)F,0.5457,3.0046,-8.2,-9.69,,seed123
NS(=O)(=O)c1ccc2nnc(N3CCN(c4ccc(N)c[nH+]4)CC3)n2c1,0.605,3.5468,-8.4,-9.49,,seed123
O=[N+]([O-])c1cc(/C=C2\SC(=O)N(Cc3ccc(C(F)(F)F)cc3)C2=O)sc1C,0.3789,2.6433,-8.2,-9.69,,seed123
CNS(=O)(=O)c1cc(Cl)c(Cl)cc1NC(=O)Cn1c(=O)oc2ccccc21,0.6463,2.3657,-8.2,-9.69,,seed123
O=c1[nH]c2ccccc2nc1-c1ccc(F)c(F)c1,0.7291,1.9351,-8.6,-9.29,,seed123
c1nnoc1CC1([NH+]2CCC[C@H](CCOc3cccc[nH+]3)CC2)CCCCC1,0.7928,5.4447,-8.4,-9.49,,seed123
Oc1ccc(F)c(CO[C@H]2CC[NH+](Cc3ccccc3)C2)c1,0.8845,4.0007,-8.5,-9.39,,seed123
Oc1ccc2[nH]c([C@@H]3C[C@H]3C[NH+]3CCCCCCC3)nc2c1,0.8139,4.4771,-8.2,-9.69,,seed123
Oc1cc(C[NH+]2CCN(CCc3ccccn3)CC2)c(OCc2ccco2)cc1Cl,0.577,3.431,-8.3,-9.59,,seed123
Oc1cc(F)cc(CN(CCc2cccnc2)c2ncccn2)c1,0.7551,2.4933,-8.3,-9.59,,seed123
Fc1cc(/C=N/Nc2nc3ccccc3[nH]2)cc(Br)c1,0.564,2.3516,-8.1,-9.79,,seed123
Fc1cc(S(=O)(=O)NNC(=O)c2ccc(Br)o2)ccc1O,0.6983,2.3777,-8.7,-9.19,,seed123
c1noc(/C=C2\SCC(c3cccc4c3C(=O)[NH+](C)CC4)C2=O)n1,0.8107,5.0458,-8.1,-9.79,,seed123
c1coc(-c2nc(C3CCCC[C@H]3CSC3CCCC3)no2)n1,0.7917,3.8586,-8.3,-9.59,,seed123
NS(=O)(=O)c1ccc(-c2cccc(C[NH+]3CCCC3)c2)cc1,0.8892,3.2068,-8.7,-9.19,,seed123
C#C[C@@H](C)Oc1ccc2c(c1)[C@H]1C=C[C@H](C[NH2+][C@H]1C1CCCCC1)O2,0.6791,5.5054,-7.6,-10.29,,seed123
NC(=O)[C@]1([NH2+]C2CCCC2)CC(Cc2ccccc2Br)CC[C@H]1C,0.7921,4.3664,-8.5,-9.39,,seed123
N/Oc1ccc2c(c1)[C@H](C(=O)N1CCCC1)CCC2,0.8272,2.8682,-8.4,-9.39,,seed123
CC1(Cc2cccc(CC(C)C)c2)CCC(C[NH2+]C2CC2)CC1=O,0.8161,4.2727,-7.9,-9.89,,seed123
c1csc2c1OC[C@@H](CN[C@@H]1CC[NH+](c3ccccc3F)C1=O)C2,0.8818,4.7412,-8.4,-9.39,,seed123
CN[C@@H](c1ccc(Cl)cc1)[C@@H]1CCCc2ccccc21,0.8602,2.8364,-8.4,-9.39,,seed123
N[C@H](S[C@H](C)c1ccccn1)c1cccc2ccccc12,0.7096,3.1727,-8.3,-9.49,,seed123
Cc1ccccc1OC[C@@H](O)CN1CCc2c(F)cccc2C1,0.9207,2.5793,-7.9,-9.89,,seed123
N=Cc1cccc(-n2cccc2)c1C(=O)Nc1ccccc1C(F)(F)F,0.6508,2.6164,-8.8,-8.99,,seed123
C[C@H](NC(=O)c1c(N)cccc1-n1cncc1)C(=O)Oc1ccccc1,0.4173,2.826,-8.1,-9.69,,seed123
Oc1cc(OCc2ccco2)c(C[NH+]2CCC[C@H](C(F)(F)F)C2)c(F)c1,0.7912,4.3739,-8.1,-9.69,,seed123
NS(=O)(=O)Cc1ccc(NC(=O)C(=O)Nc2ccc(F)cc2F)cc1,0.7046,2.0476,-8.2,-9.59,,seed123
Nc1ccc2c(c1)CCCN2C(=O)c1cccnc1,0.7929,2.0665,-8.7,-9.09,,seed123
[NH3+]C(CO)COc1ccc(/C=C2/C(=O)N(c3cccc(F)c3)C(=S)N=C2[O-])cc1,0.5199,3.7621,-8.2,-9.59,,seed123
c1csc(=O)c2cc(C(=O)Oc3ccccc3)ccc21,0.5336,2.1224,-8.2,-9.59,,seed123
Cc1[nH]nc2c1NC(=O)[C@](C)(NC(=O)[C@H]1C[C@@H]1c1ccccc1C)C(C)(C)C2,0.764,4.2142,-9.2,-8.59,,seed123
[NH3+][C@]1(c2ccc(Br)cc2F)CC(C(=O)c2ccccc2)=N1,0.8523,3.2817,-8.2,-9.59,,seed123
Fc1ccc(-c2nnc(SC[C@H](O)c3ccccc3)o2)cc1,0.7273,2.4933,-7.9,-9.79,,seed123
CNC(=O)c1ccc(NC(=O)C[C@@H]2Sc3ccccc3NC2=O)cc1,0.7863,2.5358,-7.9,-9.79,,seed123
CNc1cc(Br)c(Cl)cc1C[NH2+][C@@H]1c2ccccc2C[C@H]1C,0.8197,4.1573,-8.3,-9.39,,seed123
Nc1oc(-c2ccc(Cl)cc2)nc1-c1ccccc1,0.7575,1.9799,-8.3,-9.39,,seed123
Nn1nc(SC(F)F)cc1N(Cc1ccccc1Cl)C(=O)c1ccc(Cl)nc1,0.3453,3.1231,-8.3,-9.39,,seed123
[NH3+][C@@]1(c2cccc(Cl)c2)CCC[C@@H]1Cc1cccc(F)c1,0.8888,3.5283,-8.3,-9.39,,seed123
c1n[nH]c(Oc2ccccc2N[C@H]2CC(=O)N(CC[NH+]3CCCC3)C2)n1,0.6629,4.3568,-8.3,-9.39,,seed123
O[C@H](NS(=O)(=O)c1c(F)cc(F)c(Cl)c1)c1ccc(F)cc1,0.6572,2.8377,-8.4,-9.29,,seed123
N#Cc1ccc(C[NH+]2CCc3ccccc3C2)cc1[N+](=O)[O-],0.6903,3.9457,-8.2,-9.49,,seed123
C[C@H](C(=O)N1CCCCCC1)[S@@](=O)Cc1c[nH]c2ccccc12,0.9345,3.1979,-7.8,-9.89,,seed123
C/C(=C/Cc1ccccc1Br)C(=O)Nc1c(C)[nH]c(C)c1C,0.7531,2.7069,-8.1,-9.59,,seed123
F[C@]1(C[NH2+]CC2(Cc3cccs3)CCCc3ccccc32)CCC[NH2+]1,0.7405,4.8322,-8.5,-9.19,,seed123
CCc1oc(C)cc1CN1CCN(c2ccc(C)c(C(N)=O)c2)CC1,0.9082,2.4087,-8.1,-9.59,,seed123
O[C@H](C[NH+]1CCCC[C@@H]1Cc1ccccc1)c1ccc(CC#N)cc1,0.8519,4.1476,-7.7,-9.99,,seed123
Oc1ccc2c(c1)OCCN(Cc1cccc(O)c1)C2,0.8808,2.1161,-8.6,-9.09,,seed123
O[C@@H](Nc1ccccc1-c1cccnc1)c1ccccc1F,0.7151,2.5885,-8.2,-9.49,,seed123
FCC/C=C/c1cccc(NC(=O)c2ccc3c(c2)OCO3)c1,0.906,2.2322,-8.0,-9.69,,seed123
Oc1cc(F)cc(C(=O)OCc2ccc(C[NH+]3CCCC3)nc2)c1,0.8145,3.4946,-8.1,-9.59,,seed123
[NH3+]c1cnc(Cc2ccc(CSc3nc4ccccc4o3)cc2)o1,0.5627,2.8367,-8.1,-9.59,,seed123
C[C@@]1([NH3+])CCC[C@H]1C(=O)OCc1cccc(-c2ccccc2)n1,0.8826,3.4318,-8.0,-9.69,,seed123
O[C@H](N1CCO[C@H](c2ncnc3[nH]ccc23)C1)c1cccc(Br)c1,0.7209,3.7498,-7.8,-9.89,,seed123
NN(COc1ccccc1)C1CCN(S(=O)(=O)c2ccccc2)CC1,0.4841,2.2806,-8.0,-9.59,,seed123
NC(=O)[C@H]1CCCN1C(=O)N1CCc2c(F)cccc2C1,0.846,2.8087,-8.2,-9.39,,seed123
O=C(Cn1cncn1)N1CCC[C@@H](c2ccccc2Cl)C1,0.8743,2.6667,-8.3,-9.29,,seed123
[NH3+]Oc1cccc(CN2CCO[C@H](c3ccccc3)C2)c1,0.8715,2.9121,-8.6,-8.99,,seed123
[NH3+][C@@H]1CCCC[C@H]1C(=O)NC[C@@H](O)c1c[nH]c2ccccc12,0.6812,3.7494,-8.2,-9.39,,seed123
F[C@@]1(C[NH2+]Cc2ccccc2)Cc2ccccc2C1,0.8639,3.2084,-8.4,-9.19,,seed123
[NH3+]O[C@]1(C(=O)[O-])CCCCC[C@@H]1COc1cc2ccccc2o1,0.6558,4.2738,-8.2,-9.39,,seed123
NO[C@@](C)(NC(=O)[C@@H](CC(=O)[O-])CC1CCCC1)c1ccccc1,0.5493,3.8396,-8.1,-9.49,,seed123
NO[C@H](c1ccccc1)c1nc2ccccc2n1C(F)F,0.7488,2.8753,-8.4,-9.19,,seed123
F[C@]1(Oc2ccccc2)CCC[C@H]1Nc1ccccn1,0.9191,3.3763,-7.9,-9.69,,seed123
O=C1CN(C(=O)CCC2CC[NH2+]CC2)[C@@](c2ccccc2)CCN1Cc1ccccc1,0.7825,3.3185,-8.6,-8.99,,seed123
Fc1c(O)cc(CN2CCCSC[C@@H]2CSc2ccc(Cl)cc2)cc1,0.6927,3.0269,-8.5,-9.09,,seed123
FCCOc1ccc(CC(=O)NCCc2c(C[NH+](C)C)cc3c(c2)CCC3)cc1,0.6424,3.0628,-7.6,-9.99,,seed123
N#C[C@@H]1C(NC(=O)OC(C)(C)C)CCN1C(=O)Nc1cc(Cl)ccc1Cl,0.7856,3.3167,-7.6,-9.99,,seed123
N[C@]1(c2nc3ccccc3s2)CCCN(c2ccccc2)C1,0.7837,2.7802,-8.0,-9.59,,seed123
N=C/c1cccc(Cl)c1NC(=O)c1cccc(Br)c1,0.8037,2.2832,-8.2,-9.39,,seed123
c1noc([C@H]2CCCN(C(=O)CCc3ccccc3F)C2)n1,0.8707,2.9814,-8.0,-9.59,,seed123
O[C@H]([C@@H](O)[C@H]1CCOc2ccccc21)c1ccccc1,0.9011,3.1348,-8.3,-9.29,,seed123
c1coc([C@H]2CCC[C@@H]2n2c(=O)oc3ccccc32)c1,0.7124,3.2077,-8.5,-9.09,,seed123
[NH3+]c1c([C@H](C)Oc2cccc(Cl)c2)nc2ccccc2c1Cl,0.7635,3.1511,-8.1,-9.49,,seed123
O[C@H](NCc1ccc(F)cc1F)[C@@H]1COc2ccccc2O1,0.8505,3.2003,-8.2,-9.39,,seed123
FC(F)c1ccc(C[C@@H]2CCC[NH2+]C2CC2CCCC2)cc1,0.8436,4.0546,-8.2,-9.29,,seed123
Fc1ccc(-c2ncco2)cc1N1CC[C@H](O)[C@H]([NH2+]C2(CC(=O)[O-])CC2)C1,0.7153,4.5556,-8.2,-9.29,,seed123
c1c(C[NH+]2CCC(Cc3cccnc3)CC2)nnn1-n1cccn1,0.729,4.1582,-8.2,-9.29,,seed123
c1nnnn1-c1ccc(C[NH+]2CCCC[C@@H]2C2CCOCC2)o1,0.8947,4.7727,-8.1,-9.39,,seed123
c1cc(C(F)(F)F)cnc1NCCS(=O)(=O)c1cn2cccc2[nH]1,0.7347,3.1428,-8.0,-9.49,,seed123
O[C@H](c1cccc(F)c1)[C@@H]1CCOC2(CCCC2)C1,0.8841,3.718,-8.2,-9.29,,seed123
[NH3+]S(=O)(=O)c1ccc(CNC(=O)Nc2ccccc2OCC(F)F)cc1,0.6706,2.5529,-8.2,-9.29,,seed123
F[C@]1([C@H]2CCCCO[C@H]2CCc2ccccc2)CN1c1ccccc1,0.5618,3.5582,-7.8,-9.69,,seed123
N[C@@H](COc1ccccc1)C(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,0.8442,2.3576,-8.0,-9.49,,seed123
F[C@@]1(C[NH2+]Cc2ccccc2F)C[C@@H](c2cccs2)CCO1,0.8978,4.2854,-8.2,-9.29,,seed123
N[C@H](Sc1ccccc1)C(=O)N(C)[C@H](Cc1ccccc1)C(Cl)(F)F,0.4462,3.4206,-8.2,-9.29,,seed123
C[C@@H](Cl)c1nc2c(s1)CCC[C@H]2NC(=O)c1c(F)cccc1F,0.8209,3.4352,-8.4,-9.09,,seed123
Cc1occc1C(=O)OCC(=O)N[C@H](c1cc(Cl)ccc1Cl)C1CC1,0.756,2.8498,-7.9,-9.59,,seed123
[NH3+]c1[nH]c2ccccc2c1Cc1ccccc1F,0.6927,2.5761,-8.3,-9.19,,seed123
[NH3+]c1[nH]c(=O)n(-c2ccc(Br)cc2F)c1C(=O)NC[C@H]1CCCO1,0.709,3.479,-8.1,-9.39,,seed123
Fc1cc([N+](=O)[O-])ccc1NC(=O)[C@@H](NC(=O)C(=O)c1cccs1)S(C)(=O)=O,0.2892,3.2128,-8.0,-9.49,,seed123
c1noc([C@@H](Cc2ccccc2)Cc2ccccc2)n1,0.7059,2.2817,-8.0,-9.49,,seed123
C[C@@]1([NH2+]C2CC2)C[C@H](NC(=O)[C@@H](C)CCc2ccc(F)cc2F)CS1,0.7761,4.4617,-7.6,-9.89,,seed123
NC(=O)[C@@H](c1ccccc1)[C@]1([NH3+])CCCCCC[C@H]1COc1ccccc1,0.8215,3.6081,-8.0,-9.49,,seed123
[NH3+]c1ccccc1-n1nnnc1-c1ccc(Cl)cc1[O-],0.7584,3.3794,-8.3,-9.09,,seed123
CC[C@H]([NH2+][C@@H](C)c1c[nH]nc1-c1ccccc1Cl)c1ccccc1,0.6812,3.9209,-8.0,-9.39,,seed123
NOS(=O)(=O)c1cc(Nc2ccccc2)ccc1OC[C@@H]1CCO[C@@H]1C,0.7147,3.4013,-8.0,-9.39,,seed123
O[C@H](Oc1cccc(C[NH+]2CCCC2)c1)c1ccc(F)cc1,0.8293,3.8981,-8.1,-9.29,,seed123
c1nc2c(s1)[C@H]([NH2+][C@@H](c1ncccc1C)CCC(F)(F)F)CCC2,0.8836,4.458,-8.2,-9.19,,seed123
F[C@@]1([C@H]([NH2+]Cc2ccon2)Cc2c(F)cccc2F)CCOC1,0.8795,4.5268,-8.1,-9.29,,seed123
c1n[nH]c2sc(SCCC(=O)N3CCC[C@@H]3c3ccccc3)cc12,0.6855,3.2377,-8.1,-9.29,,seed123
CN1CC[C@H](NC(=O)C(=O)NCCCN2CCOCC2)c2ccccc21,0.5917,2.7934,-8.0,-9.39,,seed123
N[C@H](c1ccc(F)cc1)C1Cc2ccccc2C1,0.8578,2.522,-8.3,-9.09,,seed123
Oc1cccc(C[NH2+][C@@H]2CC[NH+](Cc3ccccc3)C2)c1,0.7268,4.6507,-8.1,-9.29,,seed123
O[C@H](S(=O)(=O)c1ccc2c(c1)CCN2CCCC1CCCC1)c1ccco1,0.7726,3.1269,-7.8,-9.59,,seed123
C[C@H](Sc1cccc(N)c1)C(=O)Nc1ccc(C(=O)N(C)C)c(C(=O)[O-])c1,0.5735,3.0076,-8.3,-9.09,,seed123
[NH3+][C@]1([C@@H](c2ccccc2)NC[C@H]2CC=CCC2)C[C@H](CO)OC1=O,0.5353,4.4304,-8.5,-8.89,,seed123
[NH3+][C@]1(c2ccccc2O)CCC[C@H]1NC(=O)NCc1cccnc1,0.68,3.608,-7.7,-9.69,,seed123
c1n[nH]c(C2CCCN(C(=O)c3cccnc3F)CC2)n1,0.8546,2.9763,-8.3,-9.09,,seed123
CCOC(=O)c1ccc(NC(=O)[C@@H](SC)C(=O)Nc2ccc3c(c2)OCO3)o1,0.5322,3.2006,-7.8,-9.49,,seed123
O[C@H](Cc1ncc(-c2ccccc2)s1)C1(C(=O)[O-])CCCCC1,0.9135,3.4517,-7.7,-9.59,,seed123
Oc1cc2c(cc1NCc1cccc(Br)c1)CCCO2,0.8309,2.2709,-7.9,-9.39,,seed123
c1csc2c1CCC[C@@H]2NC(=O)Nc1cccc(Cl)c1,0.8361,2.7402,-7.7,-9.59,,seed123
c1cc(F)ccc1[C@H]1CCC[C@@H]1C[NH2+]C1CCCC1,0.8578,3.8765,-7.8,-9.49,,seed123
Fc1c(Cl)cc(CNC[C@@H](c2cccnc2)N2CCOCC2)cc1Cl,0.7714,2.886,-7.9,-9.39,,seed123
Oc1cc(CS[C@H]2C(=O)Nc3ccc(Br)cc32)ccc1O,0.7234,3.1705,-8.3,-8.99,,seed123
O[C@H]([C@@H]1CCOC2(CCc3ccsc32)C1)c1ccccc1Cl,0.8619,4.314,-7.8,-9.49,,seed123
c1coc(/C([O-])=C/c2cc(-c3ccccc3)on2)c1,0.6723,2.846,-8.0,-9.29,,seed123
C[C@@]1(c2ccccc2)NC(=O)N(CC2(O)CCCC2)C1=O,0.8327,2.8279,-7.8,-9.49,,seed123
C[C@@]1(/C=[N+]/C(=O)OCc2nc3ccccc3n2C)CCOCC1,0.8159,3.3333,-7.9,-9.39,,seed123
C[C@@]1([NH3+])CC[C@@H]([C@@H](C)N(C)C(=O)[C@@H]2CCCN(S(=O)(=O)c3ccc(Cl)nc3)C2)O1,0.6831,4.3471,-8.0,-9.29,,seed123
F[C@@H]1CCC[C@@H]1[NH+](Cc1n[nH]c(=O)[nH]1)[C@H](c1ccccn1)c1nc2ccccc2s1,0.4415,4.7693,-7.6,-9.69,,seed123
CCn1c(C)cc(C(=O)C(=O)N(Cc2ccc(C)cc2)CC(C)C)c1C,0.5494,2.319,-7.6,-9.69,,seed123
F[C@@]1([NH2+]CCc2ccc(Br)c(Cl)c2)CCC[NH+](CC(F)(F)F)C1,0.5389,5.2236,-8.1,-9.19,,seed123
O[C@H](Sc1nnc(-c2ccccc2)s1)c1ccccc1,0.5844,2.6623,-7.6,-9.69,,seed123
Fc1cc(Cl)ccc1C[NH2+][C@@H]1CCC[C@@H](NC(=O)C(F)(F)F)C1,0.8028,4.055,-8.1,-9.19,,seed123
N=C1c2ccccc2C(=O)C12CCCCC2,0.706,3.0573,-8.1,-9.19,,seed123
c1noc(C[NH2+][C@@H](Cc2ccc3c(c2)OCO3)C2CCCC2)c1,0.8881,3.796,-7.9,-9.29,,seed123
F[C@@H]1CC[C@@H](C[NH2+][C@@H]2CCCc3ccccc32)C1,0.8468,4.3759,-7.9,-9.29,,seed123
c1cnn(-c2cncc(NS(=O)(=O)c3ccc(F)cc3)c2)c1,0.7999,2.2045,-7.9,-9.29,,seed123
Cc1ccc(C(=O)OC[C@@H](C)c2ccccc2)c(C)c1,0.7742,2.232,-7.9,-9.29,,seed123
Nc1ncnc(NS(=O)(=O)Cc2csc3c2C(=O)CC(CC(=O)[O-])O3)c1,0.6555,4.2039,-7.9,-9.29,,seed123
Fc1c([C@H](CO)Cc2nc3ccccc3s2)sc2c1CCC2,0.7719,3.3326,-7.9,-9.29,,seed123
C[NH2+]C[C@@H](Cc1ccccc1)c1nc2ccc(C)cc2s1,0.7701,3.2619,-8.0,-9.19,,seed123
O[C@H]([NH2+][C@H](CO)c1ccccc1)c1cc(-c2ccccn2)on1,0.5907,3.8952,-7.8,-9.39,,seed123
