smiles,qed,sa,egfr,her2,dual_docking,source
O=C(Cc1ccc(Br)c(-c2ccsc2)c1)NC(=O)c1ccco1,0.724,3.3,-6.7,-5.6,-6.15,seed123
CCn1cc(C2CN(Cc3ccn[nH]3)C[CH][C@H]2CC[NH+]2CCC(C)CC2)cn1,0.7647,5.0,-6.5,-5.8,-6.15,seed123
Cc1csc(NCOc2cc([CH]O)cc(CC3CC3[CH]O)c2)n1,0.6453,5.0,-6.6,-5.7,-6.15,seed123
CCC[NH2+]CC1CCCC(=O)N1CC(c1cc(CC)on1)N1C[C@@H](C)C[C@H](C)C1,0.6415,5.0,-6.5,-5.8,-6.15,seed123
CCN1C[C@@H](c2cn(CC)c(CC(C)C)[nH+]2)OCC1c1nc2c(C(=O)N(C)C3CCCCC3)cccc2[nH]1,0.4555,5.0,-6.0,-6.3,-6.15,seed123
FC(F)(F)C1(Nc2ccc3c(c2)CCC3c2cncs2)C[CH]OC1C(Cl)(Cl)Cl,0.5381,4.5,-6.4,-5.9,-6.15,seed123
Fc1ccc(-c2cc3cc(OCC(F)F)ccc3o2)cc1,0.6833,3.0,-5.8,-6.4,-6.1,seed123
CCC(=O)N1C[C@@H](C)O[C@@H](C)C1Oc1ccc(C)c(C)c1,0.8589,1.7,-6.6,-5.6,-6.1,seed123
[NH2+]C1(c2cc([C@H]3CN4CCC[C@@H]4CO3)c(F)cc2Cl)CC1,0.9075,2.5,-6.4,-5.8,-6.1,seed123
Cc1cccc(NCCON)c1OCCc1cccc(O)c1,0.516,4.5,-5.9,-6.3,-6.1,seed123
C[NH2+]c1c(C)cccc1OC(C=Cc1ccccc1)[C@@H](O)CO,0.6807,3.7,-5.8,-6.4,-6.1,seed123
C[C@H]1C[C@@H](C[NH2+]C2CC2)C[NH+](N[C@@H](C)c2ccc(C(N)=O)cc2)C1,0.5493,4.5,-6.2,-6.0,-6.1,seed123
O=C(Cc1cc(O)ccc1-c1nccs1)NCc1ccccn1,0.7562,3.8,-5.9,-6.2,-6.05,seed123
CC(C)[NH2+]C1CCCCc2nnc(N(S)C3C[C@@H](C)C[C@H](C)C3)n21,0.8193,3.3,-6.2,-5.9,-6.05,seed123
Cc1n[nH]c(C(=O)N2CCC(c3ccc(Cl)cc3F)C[C@H]2C)n1,0.9147,2.6,-6.1,-6.0,-6.05,seed123
CNNc1c(OCc2ccccn2)cccc1-c1ccc(Br)s1,0.5994,4.3,-6.0,-6.1,-6.05,seed123
OCNc1nc(Cn2cncn2)c(COCC2(c3nc4ccccc4o3)CC2)s1,0.4036,5.0,-6.3,-5.8,-6.05,seed123
FC(F)(F)C1(Nc2ccc3c(c2)CCC3)C[CH]OC1C(Cl)(Cl)Cl,0.7035,2.9,-6.0,-6.1,-6.05,seed123
CC(N(c1c(F)cccc1F)[C@H]1CC[C@@H]([NH+](C)C)C1)[NH+]1CCCC[C@H]1C,0.8064,3.5,-6.3,-5.8,-6.05,seed123
Cc1csc(Cc2cccc(C(N)=O)c2-c2c(C)noc2C)n1,0.7958,3.3,-6.5,-5.5,-6.0,seed123
CCc1cc(C(CN2CCCCC2=O)N2C[C@@H](C)C[C@H](C)C2)no1,0.8297,3.5,-6.2,-5.8,-6.0,seed123
COCC[C@H](C)c1cccc2c1CN(c1cc(C)cc(NC(C)=O)c1)C(C#CCO)C2,0.6932,4.0,-6.9,-5.1,-6.0,seed123
[CH]OC(COc1ccccc1Cl)COc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.716,5.0,-6.2,-5.8,-6.0,seed123
CC[C@H]1c2ccc(Cc3cn(C)nc3-c3scnc3C3CC3)cc2SC1[NH+]C,0.67,5.0,-6.1,-5.9,-6.0,seed123
CON1CC[NH+](C)CC1N(C)C1(N2CCCCCC2)CCCCC1,0.8306,3.0,-6.4,-5.6,-6.0,seed123
C[C@@H](OCN1C([NH+]2CCCC[C@@H]2C)C(NC(=O)c2cccs2)CC[C@@H]1C)c1cccs1,0.6558,5.0,-6.3,-5.7,-6.0,seed123
C[NH2+]C(CCN1CC[NH+](C)C(Nc2cc(C)nn2C)C1)Cc1nc(C)c(C)s1,0.5554,5.0,-5.9,-6.1,-6.0,seed123
O=C(NO[CH]C1CC1)c1coc(-c2nc3c(s2)CCCC3)c1,0.8571,4.3,-6.0,-5.9,-5.95,seed123
Fc1ccc(-c2cc3ccccc3o2)cc1,0.5877,0.6,-5.9,-6.0,-5.95,seed123
CC(C)C[NH2+]c1cc(Cl)c(NC2CCCCCCC2)cc1O,0.5541,2.7,-6.0,-5.9,-5.95,seed123
Cc1csc(NCOc2cc([CH]O)cc(CC3CC3[CH]O)c2N2C(=O)CCC2=O)n1,0.4146,5.0,-6.4,-5.5,-5.95,seed123
Cn1cnnc1-c1ccc(F)c(NC(=O)c2ccccc2Cl)c1,0.7989,3.1,-6.1,-5.8,-5.95,seed123
Cc1nc(-c2ccc([NH+]3CCCC[C@@H]3C)c(O)c2)no1,0.8202,2.0,-6.3,-5.6,-5.95,seed123
CC(=O)OC1CCC[C@H](C)[NH+]1c1ccc(-c2noc(C)n2)cc1O,0.6571,3.1,-6.1,-5.8,-5.95,seed123
C[C@H](N[NH+]1C[CH]C[C@@H](C[NH2+]C2CC2)C1)c1ccc(C(N)=O)cc1,0.5307,4.5,-5.8,-6.1,-5.95,seed123
CC(=O)Nc1cc(C)cc(N2Cc3ccccc3CC2C#CCO)c1,0.8305,1.7,-6.2,-5.6,-5.9,seed123
CC[NH+]1CCN(Cc2ccc(F)cc2Nc2ccc3c(c2)OCO3)CC1,0.8578,4.3,-6.0,-5.8,-5.9,seed123
C[C@@H]1CCCN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.7901,3.3,-5.8,-6.0,-5.9,seed123
CN(C(=O)NNc1cc(F)cc(F)c1)N1CCC2(CC1)OCCO2,0.8186,3.7,-5.8,-6.0,-5.9,seed123
Cn1cc(-c2cccc3nc[nH]c23)c2ccccc21,0.5461,1.4,-6.1,-5.7,-5.9,seed123
CCc1cc(C(CN2C(=O)C(OC(F)(F)F)CCC2C)N2C[C@@H](C)C[C@H](C)C2)no1,0.6767,5.0,-6.0,-5.8,-5.9,seed123
CCc1nc(-c2cccc([NH2+]C3(c4ccc(F)cc4Cl)CC3)c2[C@@H]2CCCCO2)no1,0.5315,5.0,-6.2,-5.6,-5.9,seed123
CCc1ccccc1NC[C@@H](CNCc1ccccn1)NC[CH]Cc1ncnn1C,0.3784,5.0,-6.2,-5.6,-5.9,seed123
O=C(Cc1ccc(Br)cc1)NC(=O)c1ccco1,0.9477,2.0,-5.8,-5.9,-5.85,seed123
Oc1ccc(Cl)c(NC2CCCCCCC2)c1,0.8092,0.9,-6.0,-5.7,-5.85,seed123
C[C@@H]1CC(N(S)c2nnc3n2CCCCC3)C[C@@H](C)C1,0.848,2.0,-6.1,-5.6,-5.85,seed123
CCc1cc(C(CN2C(=O)CCCC2C)N2C[C@@H](C)C[C@H](C)C2)no1,0.8155,3.5,-5.9,-5.8,-5.85,seed123
CCN1C[C@@H](c2cn(CC)c(CC(C)C)[nH+]2)OCC1c1nc2ccccc2[nH]1,0.7094,4.8,-6.3,-5.4,-5.85,seed123
CC(C)C1C[C@@H](C)CN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.65,3.8,-6.2,-5.5,-5.85,seed123
COc1c(Cc2cccc(F)c2N2CC[NH+](C)CC2)cccc1NCCON,0.4656,5.0,-6.0,-5.7,-5.85,seed123
COC1CC[NH+](c2ccc(C(N)=O)cc2)C(C#Cc2ccccc2-c2ccc(Br)o2)C1,0.5617,3.8,-6.6,-5.1,-5.85,seed123
NC(=O)N(c1ccccn1)c1ncccc1C(F)(F)F,0.92,2.4,-5.8,-5.8,-5.8,seed123
Cc1csc(Cc2cccc(C(N)=O)c2)n1,0.8811,1.7,-5.6,-6.0,-5.8,seed123
Cc1cc(CN2C[CH][C@@H](C)CC2c2cccnc2Cl)[nH]n1,0.882,2.5,-5.6,-6.0,-5.8,seed123
FCCOc1ccc2oc(-c3ccc(F)cc3)cc2c1,0.6941,2.7,-5.5,-6.1,-5.8,seed123
CCn1nc(C)c(NC2CC2COc2cc(Cl)cc([NH2+])c2Cl)c1C,0.7678,4.6,-6.1,-5.5,-5.8,seed123
C[CH]C1C[C@@H](C)CN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.7069,3.8,-6.1,-5.5,-5.8,seed123
Cc1ccc(F)cc1Nc1ccc2c(c1)OCO2,0.8763,1.7,-5.9,-5.6,-5.75,seed123
Cc1csc(C(C)c2cccc(C(N)=O)c2)n1,0.9049,1.7,-5.9,-5.6,-5.75,seed123
Cc1cc(-c2cnn(C(C)CS(N)(=O)=O)c2C)ccc1[O-],0.9131,3.1,-5.7,-5.8,-5.75,seed123
Cc1cc(CN2C[C@H](O)[C@@H](C)CC2c2cccnc2Cl)[nH]n1,0.8535,2.8,-5.6,-5.9,-5.75,seed123
CN(C)c1c(NC2CC[NH+](C)CC2)cccc1N1CCc2sccc2C1,0.8629,3.5,-5.9,-5.6,-5.75,seed123
COC1CC[NH+](c2ccc(C(N)=O)cc2)C(C#Cc2ccccc2)C1,0.8361,2.2,-6.0,-5.5,-5.75,seed123
CCc1ccccc1NC[C@@H](C)NC[CH]Cc1ncnn1C,0.6973,5.0,-5.8,-5.7,-5.75,seed123
CCOc1ccccc1NC1CCC[C@H](CNc2ccccc2C)N1C=O,0.6849,5.0,-6.1,-5.4,-5.75,seed123
C[C@@H](OCN1C([NH+]2CCCC[C@@H]2C)CCC[C@@H]1C)c1cccs1,0.8863,3.2,-5.7,-5.8,-5.75,seed123
Cc1nc(N(c2c(C)nn(C)c2C)C2CC2COc2cc(Cl)ccc2Cl)no1,0.5766,5.0,-5.7,-5.8,-5.75,seed123
CC1CCCC(c2ccc(Cl)nc2)C1,0.6368,0.1,-5.5,-6.0,-5.75,seed123
COCC[C@H](C)C1C[C@@H](C)CN(C(=O)c2cc(O)cc([C@@H](C)Cl)c2Cc2cscn2)C1,0.5229,5.0,-5.9,-5.6,-5.75,seed123
CCN(CCC(=O)c1ccc(Cl)cc1)C(C)NC1CCCCCCC1,0.5025,4.2,-6.0,-5.5,-5.75,seed123
CCNC(=O)NN(C(=O)c1c(Br)cccc1SC)C1CCNc2cc(N3CCCS3(=O)=O)ccc21,0.3641,5.0,-6.2,-5.3,-5.75,seed123
O=C(c1ncn[nH]1)N1[CH]CC(c2ccc(Cl)cc2F)CC1,0.9277,2.6,-6.0,-5.4,-5.7,seed123
ClC(Cl)(Cl)C1O[CH]CC1Nc1ccc2c(c1)CCC2,0.8217,2.0,-6.0,-5.4,-5.7,seed123
C[C@H](c1ccc(S[C@H](C)S(=O)C(N)=O)nc1)c1csc(-c2ncc[nH]2)c1,0.6036,5.0,-5.9,-5.5,-5.7,seed123
CC(=O)C(=O)c1ccc(C)cc1,0.4902,0.1,-5.7,-5.7,-5.7,seed123
CN1CCN(C(=O)CCNCCc2ccc(F)cc2)CC1,0.7986,3.5,-5.8,-5.6,-5.7,seed123
Cc1cc(N(C2CNCC[NH+]2C)[C@@H](O)C2CC2)n(C)n1,0.6007,3.3,-5.3,-6.1,-5.7,seed123
COc1ccc(C2CCC(C)(O)CC2)cc1OC,0.8955,1.4,-5.5,-5.8,-5.65,seed123
CCn1cc(C2CN(Cc3ccn[nH]3)C[CH][C@H]2C)cn1,0.9266,3.0,-5.8,-5.5,-5.65,seed123
O=S1(=O)CCCN1c1ccc2c(c1)NCCC2,0.8254,1.5,-6.0,-5.3,-5.65,seed123
CCn1nc(C)c(NC2CC2COc2cc(Cl)ccc2Cl)c1C,0.8169,4.3,-6.0,-5.3,-5.65,seed123
CCc1nc(-c2cccc([NH2+]C3CC3)c2)no1,0.8125,2.7,-5.7,-5.6,-5.65,seed123
CCCc1ccc(OC(C)COC([NH3+])C(C)C)cc1,0.7353,3.4,-5.8,-5.5,-5.65,seed123
Cc1cc(-c2cnn(C(C)CS(=O)(=O)NCN(C)c3ccccc3)c2C)ccc1[O-],0.5585,5.0,-5.9,-5.4,-5.65,seed123
Cc1csc(NCOc2cccc(CC3CC3[CH]O)c2N2C(=O)CCC2=O)n1,0.522,5.0,-5.9,-5.4,-5.65,seed123
CC[NH+]1CCN(Cc2ccc(F)cc2Nc2ccc3c(c2)OCO3)C(c2ccc([S@@](C)=O)cc2)C1,0.5246,5.0,-6.6,-4.7,-5.65,seed123
CC1CCCC(c2cccnc2)C1,0.6373,-0.2,-5.5,-5.8,-5.65,seed123
C[C@@H]1CC(c2ccc(Cl)cc2F)CCN1C(=O)c1ncn[nH]1,0.9242,2.6,-5.6,-5.6,-5.6,seed123
CCOC(=O)NC(C)[NH+](CC)c1ccccc1NC(=O)OC(C)C,0.6663,4.1,-5.5,-5.7,-5.6,seed123
C[NH+](C)C1CCc2ccc(NC3C[CH]OC3C(Cl)(Cl)Cl)cc21,0.8076,2.8,-6.2,-5.0,-5.6,seed123
CCc1cc(CCN2C(=O)C(OC(F)(F)F)CC(NC=O)C2COC)no1,0.6306,5.0,-5.3,-5.9,-5.6,seed123
O=C(Nc1ccccc1F)c1ccccc1Cl,0.8633,1.2,-5.6,-5.5,-5.55,seed123
OC1(Cc2ccc(Br)cc2)CCCC1,0.8592,0.6,-5.8,-5.3,-5.55,seed123
COc1c(Cc2cccc(F)c2)cccc1NCCON,0.6079,4.0,-5.8,-5.3,-5.55,seed123
CCc1ccc(OC(C)COC([NH3+])C(C)C)cc1,0.7566,2.9,-5.6,-5.5,-5.55,seed123
CCCc1ccc(OC(C)COCC(C)C)cc1,0.6919,3.1,-5.6,-5.5,-5.55,seed123
CN(C)c1ccc(-c2cccc(O)c2)cc1,0.8281,0.6,-5.4,-5.6,-5.5,seed123
CN(C)c1ccccc1N1CCc2sccc2C1,0.8146,1.4,-5.6,-5.4,-5.5,seed123
C[C@H](c1ccc(S[C@H](C)S(=O)C(N)=O)nc1)c1ccsc1,0.8447,3.6,-5.8,-5.2,-5.5,seed123
CCc1ccccc1NC[C@@H](C)NC[C@@H](C)Cc1ncnn1C,0.7468,5.0,-6.0,-5.0,-5.5,seed123
CCc1nccc(-c2ccc(Cl)c([N+](=O)[O-])c2)c1C(F)(F)F,0.5943,2.9,-5.6,-5.4,-5.5,seed123
C[C@H](c1ccc(S[C@H](C)S(=O)C(N)=O)nc1)c1cscc1[C@@H](C)CO,0.6944,4.9,-5.7,-5.3,-5.5,seed123
CCc1cc(C(C)N2C[C@@H](C)C[C@H](C)C2)no1,0.8063,1.4,-5.6,-5.4,-5.5,seed123
CC[C@@H]1CCC(COc2cccc(C)c2)C[NH2+]1,0.8482,1.6,-5.5,-5.5,-5.5,seed123
CC[C@@H]1CSc2ccccc21,0.6135,-0.2,-5.4,-5.6,-5.5,seed123
Fc1ccc(Nc2c(F)cccc2F)cc1,0.8149,1.2,-5.4,-5.5,-5.45,seed123
COc1cccc(-c2ccc(F)cc2)c1F,0.7503,0.9,-5.4,-5.5,-5.45,seed123
CC(C)NC(=O)Nc1ccc(NC(=O)[S]=O)nc1N1CCOC1=O,0.7474,4.3,-5.5,-5.4,-5.45,seed123
CC[NH+]C(C(=O)Nc1ccccn1)C(C)(C)O,0.6476,2.5,-5.5,-5.4,-5.45,seed123
CCOc1cnccc1NCc1ccccc1,0.8535,2.4,-5.3,-5.6,-5.45,seed123
COc1ccccc1NCCONc1cccc(C)c1,0.5981,3.7,-5.8,-5.1,-5.45,seed123
Cc1cc(-c2cnn(C(C)C)c2C)ccc1[O-],0.7941,0.9,-5.6,-5.3,-5.45,seed123
Oc1ccccc1OCCc1cccnc1,0.8512,1.9,-5.2,-5.6,-5.4,seed123
COc1ccc(-c2cc(-c3nccs3)ccc2O)c(OC)c1,0.7841,3.0,-5.8,-5.0,-5.4,seed123
CNNc1c(F)cccc1OCc1ccccn1,0.7961,3.0,-5.1,-5.7,-5.4,seed123
Cc1nn(C)c(C)c1NC1CC1COc1cc(Cl)ccc1Cl,0.8856,3.8,-5.8,-5.0,-5.4,seed123
CO[C@H](C)c1cc(NCc2cccc(Cl)c2)cs1,0.856,2.7,-5.0,-5.8,-5.4,seed123
CC[C@@H]1CSc2cc(Cc3cnn(C)c3)ccc21,0.8367,1.9,-5.6,-5.2,-5.4,seed123
CNN1CCC2(CC1)OCC(Cc1ccncc1)O2,0.8801,2.5,-5.6,-5.2,-5.4,seed123
CC[C@@](C)(O)c1ccc(F)cc1,0.7187,0.1,-5.1,-5.7,-5.4,seed123
OCNc1nc(Cn2cncn2)c(COCC2CC2)s1,0.7087,5.0,-5.0,-5.7,-5.35,seed123
CC[C@H]1c2ccc(Cc3cnn(C)c3)cc2SC1[NH+](C)C,0.934,2.7,-5.6,-5.1,-5.35,seed123
CCOc1ccccc1NC1CCC[C@H](C)N1C=O,0.8296,2.7,-5.5,-5.2,-5.35,seed123
CCC[NH+](C)c1c(NC2C[CH]OC2C(Cl)(Cl)Cl)ccc2c1CCC2,0.7459,3.8,-5.8,-4.9,-5.35,seed123
CC(C)(C)C(=O)NCc1nc2ccccc2[nH]1,0.8323,1.2,-5.1,-5.5,-5.3,seed123
CNNc1ccccc1OCc1ccccn1,0.7716,2.7,-5.1,-5.5,-5.3,seed123
OCN1C(Oc2ccccc2Cl)COC[C@H]1C1CC1,0.9189,3.0,-5.5,-5.1,-5.3,seed123
CNNc1c(I)cccc1OCc1ccccn1,0.6398,3.0,-5.3,-5.3,-5.3,seed123
CC(CCl)[C@H](C)NC[C@@H](C)Cc1ncnn1C,0.7594,3.5,-5.3,-5.3,-5.3,seed123
CC(C)[C@H](C)N(C[C@@H](C)Cc1ncnn1C)SCC(=O)[O-],0.626,5.0,-5.3,-5.3,-5.3,seed123
CC(=O)Nc1cccc(C)c1C(N)=NO,0.2929,1.0,-5.5,-5.1,-5.3,seed123
COc1ccc([C@H](O)c2csc(C=O)n2)cc1NCCO,0.6706,4.6,-5.6,-4.9,-5.25,seed123
CN1C(Oc2ccccc2Cl)COC[C@H]1C1CC1,0.8406,2.2,-5.0,-5.5,-5.25,seed123
CC(C)[C@H](C)NC[C@@H](C)Cc1ncnn1C,0.7983,2.7,-5.2,-5.3,-5.25,seed123
O=C(Nc1ccccc1)C1CCCC1,0.7611,0.6,-5.3,-5.2,-5.25,seed123
CC[NH+](CC)c1cc(N2CC[C@@H](C)[C@H](O)C2)ccc1NC(=O)OC(C)C,0.7252,3.8,-5.3,-5.2,-5.25,seed123
COC1CC[NH+](c2ccc(C(N)=O)cc2)CC1,0.7811,1.7,-5.3,-5.2,-5.25,seed123
CCNN[C@H](CNC1CCCCCCC1)C(C)C,0.6123,2.9,-5.3,-5.2,-5.25,seed123
CCC(=O)N1CCN(CN[C@H]2CC[C@@H]([NH+](C)C)C2)C(N(C)C(C)=O)C1,0.6396,4.1,-5.3,-5.2,-5.25,seed123
C[C@@H](Cl)c1cc(O)ccc1Cc1cscn1,0.8457,1.7,-5.1,-5.3,-5.2,seed123
Cc1n[nH]c(C(=O)N2CCCC[C@H]2C)n1,0.7521,1.0,-5.1,-5.3,-5.2,seed123
CC[NH+](C(=O)NC(N)=O)C(C(=O)Nc1ccccn1)C(C)C,0.5988,3.4,-5.3,-5.1,-5.2,seed123
COc1ccccc1NCCONc1ccccc1,0.5911,3.7,-5.4,-4.9,-5.15,seed123
CCCOC([NH3+])C(C)CC(=O)Nc1ccc(Cl)cn1,0.7488,3.8,-4.7,-5.6,-5.15,seed123
C[CH]OCCOc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.7985,3.2,-5.0,-5.3,-5.15,seed123
CC[NH+]C(C(=O)Nc1ccccn1)C(C)C,0.7565,2.2,-5.3,-5.0,-5.15,seed123
Cc1nc(CCCCN2CC[NH+](C)CC2)sc1C,0.8015,2.7,-4.9,-5.3,-5.1,seed123
[NH2+]c1cc(Cl)cc(OCC2CC2)c1Cl,0.7977,1.7,-4.7,-5.5,-5.1,seed123
C[S@](=O)CCCc1ccc(F)c(F)c1,0.7574,1.7,-5.2,-5.0,-5.1,seed123
CN1C(Oc2ccccc2Cl)COC[C@H]1C1(NN)CC1,0.6492,3.3,-5.1,-5.1,-5.1,seed123
Cc1nc(-c2cccc(O)c2)no1,0.7186,0.7,-5.2,-5.0,-5.1,seed123
CCC[NH2+]c1c(C)cccc1OC[C@@H](O)CO,0.6018,3.2,-4.9,-5.3,-5.1,seed123
C[NH2+]C(CCN1CC[NH+](C)CC1)Cc1nc(C)c(C)s1,0.7131,3.5,-5.2,-5.0,-5.1,seed123
C[NH+](C)[C@@H]1CC[C@@H](NNc2ccccn2)C1,0.63,2.2,-5.0,-5.2,-5.1,seed123
Cc1csc(C(C)c2ccccc2)n1,0.7263,0.6,-5.2,-4.9,-5.05,seed123
Clc1ccc(O[C@@H]2CCCO2)cc1,0.7278,0.9,-4.9,-5.2,-5.05,seed123
C[CH]OCCOc1ccc(C)c(C)c1,0.6693,1.6,-4.9,-5.2,-5.05,seed123
C[NH2+]c1cc(Cl)c(-c2c(NC(=O)NOC)ccc(Br)c2Cn2ccnn2)cc1Cl,0.3557,5.0,-5.4,-4.7,-5.05,seed123
COc1ccc([C@H](O)c2csc(C=O)n2)cc1,0.8424,2.5,-5.1,-4.9,-5.0,seed123
C[C@H](CN[C@@H](C)CCCl)Cc1ncnn1C,0.7414,3.5,-5.3,-4.7,-5.0,seed123
C[C@@H](OCN1CCCC[C@@H]1C)c1cccs1,0.7948,1.9,-4.9,-5.1,-5.0,seed123
C[C@@H](OCN1CCCC[C@@H]1C)c1cc(N)cs1,0.8962,2.2,-5.0,-4.9,-4.95,seed123
COc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.8103,0.9,-4.9,-5.0,-4.95,seed123
CCN1CCO[C@H](c2cn(CC)c(CC(C)C)[nH+]2)C1,0.8151,2.7,-4.7,-5.2,-4.95,seed123
CCCc1ccc(OC(C)C)cc1,0.686,0.8,-5.0,-4.9,-4.95,seed123
CC[NH+]1CCN(OC)C(N(C)C2CCCCC2)C1,0.7842,2.2,-4.9,-5.0,-4.95,seed123
CC(=O)C(=O)c1ccccc1,0.4697,0.1,-5.2,-4.7,-4.95,seed123
CCN(CC)C(=O)c1ccc(C)cc1O,0.8249,0.9,-5.1,-4.8,-4.95,seed123
[CH]OCCOc1cc(C)c(C)cc1N1CC[NH+](C)CC1,0.8027,2.7,-4.8,-5.1,-4.95,seed123
c1ccc2c(c1)CCCN2,0.5708,-0.7,-4.8,-5.1,-4.95,seed123
Cc1cc(CN2CC[C@H](C)[C@@H](O)C2)[nH]n1,0.7613,1.2,-4.9,-4.9,-4.9,seed123
CCNC(=O)c1ccc(C)cc1,0.7066,0.1,-4.9,-4.9,-4.9,seed123
CCC(=O)N1CCN(CN[C@H]2CC[C@@H]([NH+](C)C)C2)CC1,0.6907,3.0,-4.7,-5.1,-4.9,seed123
CC(C)NC[C@@H](C)Cc1ncnn1C,0.7635,2.2,-4.9,-4.9,-4.9,seed123
CON1CC[NH+](C)CC1N(C)C1CCCCC1,0.7504,1.7,-4.7,-5.1,-4.9,seed123
Cc1cc(CN2C[CH][C@@H](C)CC2)[nH]n1,0.774,0.9,-4.8,-5.0,-4.9,seed123
CCC(=O)N1CCCC[C@@H]1C,0.5651,-0.4,-4.4,-5.3,-4.85,seed123
NC(=O)c1ccccc1,0.5859,-0.4,-4.7,-4.9,-4.8,seed123
C[C@@H]1[CH]CN(Cc2ccn[nH]2)CC1,0.7431,0.9,-4.9,-4.7,-4.8,seed123
COC(C)CCn1cnc2ccccc21,0.7646,1.9,-4.8,-4.8,-4.8,seed123
Cc1cccc(OC[C@@H](O)CO)c1,0.7212,1.4,-4.6,-5.0,-4.8,seed123
CC(C)c1ccc(NC=O)cc1,0.6809,0.6,-4.9,-4.6,-4.75,seed123
CC[NH+](CC)c1ccccc1NC(=O)OC(C)C,0.8422,2.2,-4.5,-4.9,-4.7,seed123
CN(CNS(C)(=O)=O)c1ccccc1,0.7478,2.0,-4.9,-4.5,-4.7,seed123
CCN(CC)CCC(=O)c1ccc(Cl)cc1,0.7106,2.4,-4.7,-4.7,-4.7,seed123
CCc1ccc(Br)cc1,0.6303,-0.7,-4.7,-4.7,-4.7,seed123
CCNc1cc(C)cc(CCS)c1,0.704,1.1,-4.7,-4.7,-4.7,seed123
CCc1ncccc1C(F)F,0.6425,0.4,-4.4,-5.0,-4.7,seed123
CCNC(=O)c1ccc(C)cc1[NH+](C)CC,0.7783,1.4,-4.6,-4.8,-4.7,seed123
[NH2+]C1(c2ccc(F)cc2Cl)CC1,0.6863,0.4,-4.8,-4.6,-4.7,seed123
OCNc1ncc(COCC2CC2)s1,0.7034,3.5,-4.4,-4.9,-4.65,seed123
CCCc1nc2ccccc2[nH]1,0.718,0.6,-4.6,-4.7,-4.65,seed123
Cc1cc(O)ccc1-c1nccs1,0.7515,0.4,-4.8,-4.5,-4.65,seed123
CC(=O)Nc1cccc(C)c1,0.6493,-0.4,-4.7,-4.6,-4.65,seed123
C[NH2+]c1c(C)cccc1OC[C@@H](O)CO,0.5792,2.2,-4.6,-4.7,-4.65,seed123
Cc1ccc(O)cc1[C@@H](C)Cl,0.6429,-0.4,-4.7,-4.6,-4.65,seed123
O=C(NO[CH]C1CC1)c1ccoc1,0.7144,2.2,-4.6,-4.7,-4.65,seed123
CCn1nc(C)c(NC2CC2CO)c1C,0.7858,2.2,-4.5,-4.7,-4.6,seed123
CC(C)OC(=O)Nc1ccccc1,0.7574,0.4,-4.5,-4.7,-4.6,seed123
Cc1ccc(C=O)c(O)c1,0.594,-0.4,-4.7,-4.5,-4.6,seed123
CC(C)NC(=O)Nc1ccc(NC(=O)[S]=O)nc1,0.7708,2.4,-4.7,-4.4,-4.55,seed123
CCCOc1ccc(C#N)cc1,0.6813,0.6,-4.4,-4.7,-4.55,seed123
Cc1ccc(Br)cc1,0.5625,-1.2,-4.4,-4.7,-4.55,seed123
CC[NH+]CC(=O)Nc1ccccn1,0.6475,1.7,-4.7,-4.4,-4.55,seed123
Oc1ccc(-c2nccs2)cc1,0.7256,0.4,-4.5,-4.6,-4.55,seed123
CCNc1cc(C)cc(C)c1,0.6814,-0.2,-4.5,-4.6,-4.55,seed123
CC(C)Cc1ncnn1C,0.612,0.4,-4.3,-4.8,-4.55,seed123
C[NH2+]c1c(CCn2cnnn2)noc1C,0.7003,3.1,-4.5,-4.5,-4.5,seed123
CC1(c2nc(C3CC3C(=O)N[C@@H]3CCS(=O)(=O)C3)no2)CC(c2cccnc2)CC(N2CCCc3ccccc32)C1,0.47,5.0,-9.0,0.0,-4.5,seed123
CCc1ncccc1C(F)(F)F,0.639,0.2,-4.5,-4.4,-4.45,seed123
Cc1ccc(O)cc1,0.5359,-1.2,-4.3,-4.6,-4.45,seed123
C[C@@H](Sc1ccccn1)S(=O)C(N)=O,0.7953,1.8,-4.2,-4.6,-4.4,seed123
O=CNc1ccccc1,0.5861,0.1,-4.2,-4.6,-4.4,seed123
NC(=O)Nc1ccccn1,0.5938,0.2,-4.2,-4.6,-4.4,seed123
Cc1cccc(O)c1,0.5359,-1.2,-4.2,-4.6,-4.4,seed123
Cc1ccc(F)cc1,0.4796,-1.2,-4.3,-4.5,-4.4,seed123
Nc1c(F)cccc1F,0.5282,-0.6,-4.1,-4.7,-4.4,seed123
Cc1cccc(NCCON)c1,0.5232,1.4,-4.5,-4.3,-4.4,seed123
Cc1cc(O)ccc1Cl,0.5898,-0.9,-4.4,-4.3,-4.35,seed123
CCCc1cnn(CC)c1,0.623,0.6,-4.5,-4.2,-4.35,seed123
COc1ccc(Cl)cc1,0.5851,-0.4,-4.0,-4.6,-4.3,seed123
CCc1cc(CC)on1,0.602,0.1,-4.1,-4.5,-4.3,seed123
