smiles,qed,sa,egfr,her2,true_docking_score
NOS(=O)(=O)c1ccc(/C=N/Nc2ccccc2)cn1,0.6312,2.5975,-7.8,-8.790000000000001,
c1c(/C=C/C[NH2+]C[C@@H]2CCC[NH2+]C2)cnn1-c1ccccc1,0.7464,4.5151,-7.5,-9.09,
[NH3+]O[C@]1(NC(=O)COc2ccc(F)c(F)c2)CCC[C@@H]1C,0.6326,3.8135,-7.6,-8.99,
c1noc(C[C@H](Cc2ccccc2)[NH2+]CC2(O)CCCCC2)n1,0.8112,3.9057,-7.6,-8.99,
Fc1c(Cl)cccc1CC[NH+]1CCC[C@@H]1CC[NH+]1CCCCC1,0.7769,5.3871,-7.6,-8.99,
CO[C@H](C)c1noc(CN2CCN(c3ncccc3C)CC2)n1,0.8327,2.94,-7.8,-8.790000000000001,
CS[C@@]1(C(=O)[O-])CCC[C@H]1Nc1ccc(O)cc1[N+](=O)[O-],0.4752,4.0331,-7.6,-8.99,
F[C@@]1(Cc2cccs2)CCCN(c2ccccc2F)C1,0.8085,3.0221,-7.5,-9.09,
Oc1cc(-c2noc(C[NH+]3CC[NH+](C4CC4)CC3)n2)ccc1OC,0.6477,4.3229,-7.5,-9.09,
[NH3+]c1cnc2c(c1)nc(SC1CCCCC1)n2C[C@H](CO)CC,0.8506,3.8724,-7.8,-8.790000000000001,
[NH3+][C@]1([C@@]2(O)CCC[NH+](Cc3ccccc3)C2)C[C@@H]1C,0.6831,5.2597,-7.8,-8.790000000000001,
NS(=O)(=O)N1CCCN(S(=O)(=O)c2cc(F)c(F)cc2)CC1,0.8157,2.1819,-7.5,-8.99,
OC[C@H](Cc1nc2ccccc2s1)Cc1ccc(Br)cc1,0.7274,2.5957,-7.5,-8.99,
c1ccn(CCN(CCS(C)(=O)=O)Cc2csc3ccccc3c2=O)c1,0.5932,2.7489,-7.7,-8.790000000000001,
F[C@@H]1OCC[C@H]1CN(Cc1cccs1)Cc1nc2ccccc2s1,0.6359,3.5073,-7.9,-8.59,
c1nn(CC2CCCCC2)c2c(Cl)cc(Cl)cc12,0.7642,2.4492,-7.8,-8.69,
c1nnoc1CN1CCN(C(=O)c2cnccc2C(F)(F)F)CC1,0.841,2.768,-7.6,-8.89,
O[C@@H]([NH2+][C@@H](CO)c1nc(-c2ccccc2)no1)c1cccs1,0.5912,3.8456,-7.5,-8.99,
O[C@@H](NCc1cncs1)[C@@H](Cc1c[nH]c2ccccc12)N1CCOCC1,0.5532,3.5795,-8.0,-8.49,
Fc1cc2c(cc1OC)CN(Cc1cccnc1)CC2,0.8588,2.0767,-7.5,-8.99,
NNS(=O)(=O)c1ccc2c(c1)CCCN2S(C)(=O)=O,0.5805,2.4496,-7.8,-8.69,
Oc1c(Br)cccc1CN1CCC[C@H](C[C@@H]2CCC[NH2+]2)C1,0.8723,4.1559,-7.6,-8.89,
Oc1c(I)cn([C@H](CCl)n2cnc3ccc(F)cc3c2=O)c1,0.5104,3.7067,-7.4,-9.09,
Oc1c([C@H]2CCC[NH+]2Cc2cccc(Br)c2)non1,0.8968,4.7872,-8.0,-8.49,
Fc1c(Cl)cccc1/C=N/[NH+]1CCc2sccc2C1,0.8202,4.3064,-7.5,-8.99,
F[C@]1([C@@H]2CCC[C@@H]2[NH2+]CCCc2ccccc2)CCCN1,0.6114,4.4897,-7.5,-8.99,
FCC[C@H]1CCC[NH+](CCn2ncc(-c3ccccc3)n2)C1,0.8796,4.4601,-7.3,-9.190000000000001,
FCC[C@@H]1CCC[C@@H]([NH+]2CCCC[C@H]2C[C@H](O)CCn2cccn2)C1,0.7543,5.1394,-7.4,-9.09,
COc1ccc(OC)c(CNC(=O)NOCCSc2ccccc2)c1,0.4072,2.2489,-7.3,-9.190000000000001,
Nc1[nH+]ccc(Sc2ccccc2CC(=O)[O-])n1,0.777,3.958,-8.0,-8.49,
O=[N+](COc1ccco1)N1CCc2ccccc2C1,0.6244,3.2577,-7.7,-8.790000000000001,
F[C@@H]1N(CC[NH+]2CCC[C@H]2CNC2=CCCCC2)CCOPN1,0.4913,6.1373,-7.7,-8.790000000000001,
c1coc(Cl)c1S(=O)(=O)[C@H]1CCC[C@H]([NH2+]C(C)CCCc2cccs2)C1,0.7054,4.6496,-7.5,-8.99,
N#C[C@]1(Nc2ccccc2C)CC[C@H](n2cc(CO)nn2)C1,0.9029,3.5798,-7.8,-8.69,
N#C[C@H](Oc1cccc(Br)c1)C(=O)O[C@H](c1ccccc1)C1CC1,0.6902,3.3434,-7.4,-9.09,
CNc1ccc(Cl)cc1NS(=O)(=O)c1cccc(F)c1,0.9099,1.9517,-7.6,-8.89,
Fc1c(N2CCCC2)ncnc1-c1ccc(Br)cc1,0.8451,2.2066,-7.8,-8.69,
[NH3+][C@]1(CO)CC[C@@H]([NH+](CCOc2ccc(Cl)cc2)C2CCOCC2)C1,0.6466,4.9213,-7.6,-8.89,
O[C@@H](COc1ccccc1Br)[C@H]1CN(c2ccccc2)C1,0.8998,2.5665,-7.6,-8.89,
O[C@@H](CSc1n[nH]c(=S)n1C1CC1)c1nc2ccccc2s1,0.5423,3.2238,-7.8,-8.69,
O[C@@H](C=O)[C@H]1Cc2ccc(Br)cc2CN1C1CCOCC1,0.843,3.6817,-7.6,-8.89,
Cc1[nH]ccc1C(=O)N1c2ccccc2CC[C@@H]1C[NH3+],0.8537,3.5897,-8.1,-8.39,
c1cc(OCc2nc(C[NH+]3CCCCC3)no2)ccc1F,0.9038,3.4142,-7.3,-9.190000000000001,
Cn1c(=O)n(C)c2c1/C(=N/N=C\C[C@@H](C)C(=O)[O-])CC(=O)N2,0.5438,4.5193,-7.8,-8.69,
c1ccc(-c2cccnc2)c(N2CCOC[C@H]2C2CC2)c1,0.8617,2.7306,-7.4,-8.99,
Nc1ccc(C(=O)Oc2ccc(C(=O)[O-])cc2F)cc1,0.5116,2.3343,-7.5,-8.89,
O=[N+]([O-])c1ccccc1Nc1c(F)cccc1F,0.6682,1.8934,-7.9,-8.49,
c1c(OCc2ccccc2F)ccc(OCCN2CCOCC2)c1,0.78,1.8183,-7.4,-8.99,
[NH3+]Oc1cccc(C[NH2+]Cc2cccc3c2OCO3)c1,0.7659,3.6891,-7.9,-8.49,
F[C@@H]1OCC[C@@H]1C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,0.8672,3.1537,-7.7,-8.69,
F[C@@H]1CN(Cc2ccccc2)[C@@H]1CCCOc1ccccc1,0.7147,2.8518,-7.4,-8.99,
O=C1C[C@@H](C(=O)[O-])c2cccc(Cl)c2C1(C)C,0.7586,3.7669,-7.7,-8.69,
