smiles,qed,sa,egfr,her2,true_docking_score
c1nncn1-c1ncc(-c2nc(-c3ccco3)no2)s1,0.5681,3.0545,-7.6,-8.69,
F[C@@H]1CCC[C@H]1COc1cccc2c1OCOC2,0.8271,3.436,-7.6,-8.69,
O[C@@H](S[C@H]1CCOC2(CCC2)C1)c1ccccc1O,0.8347,4.2455,-7.9,-8.39,
c1ncnc(N[C@H]2CC[NH+](Cc3ccccc3)C2)n1,0.8169,4.3087,-7.7,-8.59,
NN1CCN(Cc2nnc(-c3ccccc3)o2)CC1,0.8193,2.2115,-7.7,-8.59,
N[C@H](OC(=O)COC(=O)c1cc(F)ccc1Cl)c1nc(C2CC2)no1,0.6071,3.1414,-7.6,-8.69,
FCCc1ccc(C[NH+]2CCC[C@H](C(F)(F)F)C2)cc1C,0.816,4.5383,-7.6,-8.69,
Cc1[nH]nc(C2COC2)c1S(=O)(=O)N(CC(N)=O)c1ccccc1,0.7869,2.7979,-7.4,-8.89,
C[C@H]([NH2+]Cc1nc(-c2cnccc2)no1)C(=O)N1CCCC1,0.8524,3.5139,-7.5,-8.790000000000001,
[NH3+][C@@]1([C@H]2CCCO[C@@H]2c2ccc(F)cc2F)CCC[NH2+]C1,0.8324,4.9096,-7.7,-8.59,
[NH3+][C@@]1(O)CCC[C@@H]1CS(=O)(=O)c1ccc(F)cc1Cl,0.645,3.9141,-7.7,-8.59,
F[C@H]1c2ccccc2CN1C(=O)N[C@H]1C[C@@H]1C,0.7441,3.6043,-7.4,-8.89,
O[C@H](O[C@@H](CC(F)(F)F)C1CCCC1)c1ccc(Cl)cc1,0.7845,3.4542,-7.6,-8.69,
F[C@H]1[C@H](C2CCCC2)CSc2ccccc21,0.6859,3.4172,-7.6,-8.69,
NC(=O)[C@]1(NC2CCCCCC2)CCCS(=O)(=O)C1,0.7493,3.2298,-7.9,-8.39,
O[C@H](N[C@H]1CCCc2[nH]ncc21)Oc1ccccc1,0.7313,3.5464,-7.6,-8.69,
O[C@H](N1CCC([NH+]2CCC[C@H]2C2CCCC2)CC1)n1cncn1,0.8446,5.0328,-7.6,-8.69,
O[C@H](N[C@@H]1CCN(c2ccc(Cl)cc2)C1=O)c1ccnn1C,0.8368,3.406,-7.4,-8.89,
N#Cc1ccc(NC(=O)[C@@H](CO)SCC(=O)Nc2ccccc2)cc1,0.7067,2.5659,-7.3,-8.89,
C[C@@H](CCCO)Nc1ncnc(Nc2ccc(Cl)cc2)n1,0.7294,2.7022,-7.3,-8.89,
[NH3+]O[C@]1(CO)CC[C@@H](Oc2ccccc2OCC[NH+]2CCOCC2)C1,0.5114,4.8895,-7.5,-8.69,
O[C@@H]([C@@H]1CC2(CC2)OCCO1)c1nnc(NCC(F)(F)F)n1C,0.8588,4.6159,-7.4,-8.790000000000001,
c1cnn(-c2nc(-c3cc(F)cc(Br)c3)cs2)c1,0.7158,2.5193,-7.5,-8.69,
Oc1ccc(/C=N/NNC(=O)c2ccco2)cc1,0.5586,2.5159,-7.6,-8.59,
N[C@]1(C(=O)[O-])CC[C@H](c2ccc(Br)c(F)c2)C1,0.8952,3.7685,-7.9,-8.290000000000001,
c1coc(C[NH+]2CCCC[C@H]2CNCc2ccccc2)c1,0.8501,3.9938,-7.9,-8.290000000000001,
F[C@@]1(c2ccccc2F)NCCCCCO1,0.7447,3.2388,-7.6,-8.59,
CO[C@@H](C)c1ccc(NC(=O)[C@H](O)c2ccc(OC)cc2)nn1,0.8445,3.1564,-7.3,-8.89,
Fc1c(Cl)c(C[NH+]2CCc3[nH]ncc3C2)ccc1Cl,0.8173,4.5259,-7.7,-8.49,
[NH3+]C1(CNC(=O)CCc2ccc3c(c2)OCO3)CCOCC1,0.8168,2.9724,-7.4,-8.790000000000001,
c1csc(NC[C@H]2CCC[NH+]2Cc2cccc(Cl)c2F)c1,0.8628,4.5374,-7.5,-8.69,
c1csc([C@@H]([NH2+]Cc2ccc([N+](=O)[O-])cc2)C2CCOCC2)c1,0.6526,3.6344,-7.7,-8.49,
c1csc(/C([O-])=C2CCC[C@@H]2Oc2ccc(Cl)c(Cl)c2)c1,0.7549,3.4017,-7.4,-8.790000000000001,
[NH3+]c1ccc(OCc2nc3ccccc3s2)cc1,0.784,2.612,-7.5,-8.69,
c1ncc(C[NH+]2CCC(c3nc4c(s3)CCCCC4)CC2)o1,0.8837,3.9842,-7.3,-8.89,
[NH3+][C@@]1(C(=O)[O-])CC[C@H](Oc2ccc(OC(F)(F)F)cc2)C1,0.8635,3.9792,-7.7,-8.49,
c1coc(Cl)c1-n1ccc(Nc2ccc(Br)nc2)n1,0.7323,3.0381,-7.6,-8.59,
C#C[C@@](CC)(C#N)Sc1ccc(C(=O)Nc2ccc(O)cc2)cc1,0.4908,3.1367,-7.2,-8.99,
NC(=O)c1ccc(NC(=O)[C@H]2C[C@H]3CC[C@@H]2C3)cc1,0.8716,3.55,-7.6,-8.59,
NO[C@H]1CCC[C@@H]1OC(=O)N[C@@H](CO)c1ccc([N+](=O)[O-])cc1,0.527,3.5792,-7.4,-8.69,
C[C@@](O)(C(=O)Nc1ccccc1OCC1CC1)c1ccco1,0.8603,2.9205,-7.4,-8.69,
c1nn(Cc2ccccc2)c2ccccc12,0.6325,1.6035,-7.7,-8.39,
c1c(F)cccc1N1CCN(C(=O)c2cscn2)CC1,0.8512,2.1199,-7.2,-8.89,
CC[C@]1(C)C[C@H](Nc2cc(OC)ccc2O)C(C)=C1C(=O)OC,0.6421,3.5578,-7.4,-8.69,
O[C@H]([C@@H](O)c1cccc(F)c1F)N(C)Cc1ccncc1F,0.8291,3.4835,-7.7,-8.39,
